date,open_SO2,sate_SO2,"Bandra Kurla Complex, Mumbai - IITM","Bandra, Mumbai - MPCB","Borivali East, Mumbai - IITM","Borivali East, Mumbai - MPCB","Chakala-Andheri East, Mumbai - IITM",Chhatrapati Shivaji Intl,"Colaba, Mumbai - MPCB","Deonar, Mumbai - IITM","Kandivali East, Mumbai - MPCB","Khindipada-Bhandup West, Mumbai - IITM","Kurla, Mumbai - MPCB","Malad West, Mumbai - IITM","Mazgaon, Mumbai - IITM","Mulund West, Mumbai - MPCB","Navy Nagar-Colaba, Mumbai - IITM","Powai, Mumbai - MPCB","Siddharth Nagar-Worli, Mumbai - IITM","Sion, Mumbai - MPCB","Vasai West, Mumbai - MPCB","Vile Parle West, Mumbai - MPCB"
2021-04-25,42.17000000000001,-0.0404668586,2.74,32.75,49.98,49.98,5.43,1.62,0.01,5.18,40.69,0.1,68.71,2.88,1.39,42.44,0.01,2.66,1.39,1.48,26.21,3.43
2021-04-26,95.54749999999996,0.465255231,6.25,32.82,50.55,50.55,6.55,1.22,0.47,5.32,42.45,0.25,21.97,6.15,2.19,42.45,0.47,2.56,2.19,1.94,26.18,3.52
2021-04-27,83.7054166666667,0.0561295094,7.84,32.76,50.93,50.93,16.94,0.86,0.58,5.13,38.14,0.08,9.43,6.48,2.85,42.9,0.58,2.45,2.85,0.97,26.09,3.37
2021-04-28,77.94374999999997,0.0185575184,6.29,32.69,52.07,52.07,15.8,1.11,0.86,21.26,37.61,0.21,12.23,2.84,1.86,42.68,0.86,2.73,1.86,0.75,26.11,3.59
2021-04-29,85.31541666666668,-0.597292364,13.55,32.61,50.46,50.46,13.75,1.18,0.43,29.99,38.65,0.08,11.78,3.02,3.41,42.82,0.43,2.69,3.41,0.79,26.17,3.7
2021-04-30,69.99583333333334,-0.423316389,12.54,32.15,52.38,52.38,5.39,1.97,0.56,7.87,39.43,0.12,11.4,6.34,6.24,45.15,0.56,3.81,6.24,1.45,26.25,4.07
2021-05-01,44.87291666666667,-0.0879959417999999,11.7,32.64,52.13,52.13,11.96,1.14,3.93,18.26,36.37,0.14,11.88,6.24,1.35,44.41,3.93,2.79,1.35,0.83,26.26,3.88
2021-05-02,71.3075,0.050000001,3.89,32.63,52.46,52.46,14.2,0.97,0.64,6.61,35.71,0.21,10.84,6.6,5.54,45.46,0.64,3.01,5.54,0.77,26.47,3.85
2021-05-03,71.47666666666667,0.030053332,6.46,32.73,52.55,52.55,18.71,1.8,4.74,13.1,39.59,0.43,12.3,3.03,1.48,44.59,4.74,5.36,1.48,3.26,26.68,4.09
2021-05-04,66.45958333333334,0.2160213298,6.52,38.24,54.39,54.39,15.42,1.01,3.82,5.85,38.92,0.18,13.39,3.07,6.79,45.02,3.82,3.58,6.79,1.06,30.06,3.9
2021-05-05,76.5725,0.132979432,10.84,38.64,53.14,53.14,16.69,1.21,0.74,7.77,38.14,0.13,13.81,6.76,3.52,46.28,0.74,3.59,3.52,0.84,25.28,4.09
2021-05-06,84.06375,0.0726848856,11.34,44.11,53.36,53.36,5.64,1.06,0.99,3.28,38.66,0.28,14.27,6.64,3.48,47.38,0.99,3.69,3.48,0.63,25.26,3.71
2021-05-07,84.77791666666666,-0.134889528,13.52,45.49,53.92,53.92,5.77,1.07,0.9,4.08,37.5,1.97,14.93,6.39,1.5,46.02,0.9,3.94,1.5,1.16,25.84,3.62
2021-05-08,82.19583333333334,0.057589516,4.67,47.56,55.71,55.71,5.83,0.94,1.13,2.19,38.05,1.25,15.57,6.57,5.38,47.23,1.13,3.89,5.38,0.72,25.37,3.6
2021-05-09,77.54666666666668,0.302635223,2.92,49.3,56.69,56.69,16.34,1.02,0.23,1.34,36.55,1.21,18.49,8.5,3.89,1.21,0.23,3.61,3.89,1.17,25.34,3.71
2021-05-10,76.19541666666667,-0.250251412,22.79,50.5,55.6,55.6,5.91,0.86,0.32,1.55,36.25,1.21,22.79,36.25,1.57,44.22,0.32,3.2,1.57,0.31,25.35,3.58
2021-05-11,56.18708333333333,0.0311351301999999,2.93,50.66,52.52,52.52,5.81,0.03,0.34,1.89,39.62,3.23,47.78,39.62,5.44,39.77,0.34,3.05,5.44,0.3,25.39,3.6
2021-05-12,65.72416666666668,-0.509961903,10.22,50.0,53.58,53.58,17.23,6.98,0.52,6.02,39.93,1.06,57.48,6.43,2.03,39.09,0.52,2.73,2.03,0.15,25.39,3.61
2021-05-13,55.37291666666667,0.0914950492,10.17,50.11,52.53,52.53,6.0,6.0,1.47,4.25,38.32,1.03,69.04,3.11,3.88,38.9,1.47,2.93,3.88,0.67,25.48,3.59
2021-05-14,53.0575,0.0519321903999999,10.89,50.03,52.14,52.14,6.06,5.32,1.74,1.04,34.33,1.18,74.45,2.98,2.52,39.24,1.74,3.38,2.52,4.7,25.54,3.71
2021-05-15,28.28166666666667,-0.12651764,8.26,50.01,55.17,55.17,6.6,6.49,11.78,1.64,33.05,3.4,81.24,3.11,4.95,38.73,11.78,5.26,4.95,8.2,25.79,4.04
2021-05-16,8.566666666666668,0.0755201846,7.54,48.66,52.49,52.49,6.56,6.56,2.77,1.03,33.99,1.37,84.18,3.01,7.02,39.64,2.77,4.22,7.02,7.29,25.85,4.26
2021-05-17,8.7875,-0.0784615266,4.27,46.76,56.65,56.65,13.14,4.7,0.32,0.94,31.25,1.36,81.11,3.02,5.84,38.63,0.32,3.92,5.84,5.02,40.2,4.03
2021-05-18,24.040833333333328,0.1482179324,4.89,46.46,27.76,27.76,13.62,4.33,0.52,1.13,27.76,1.88,46.94,3.33,2.5,38.8,0.52,4.88,2.5,3.11,26.03,3.83
2021-05-19,41.723333333333336,0.2119116306,2.32,48.0,25.27,25.27,5.88,9.66,0.46,0.06,25.27,1.77,14.18,7.5,2.72,39.28,0.46,5.06,2.72,2.32,25.92,3.75
2021-05-20,62.59458333333334,-0.136496573,10.25,49.97,40.78,40.78,23.37,13.35,19.41,1.97,40.78,1.09,22.08,40.78,8.56,39.66,0.1,5.25,8.56,5.0,25.81,4.48
2021-05-21,65.35791666666667,0.0080137126,7.06,51.31,50.78,50.78,8.41,10.41,13.8,0.64,41.43,1.53,13.12,41.43,8.85,1.53,0.9,5.23,8.85,6.5,25.78,6.61
2021-05-22,46.929166666666674,0.1166085608,6.93,52.28,38.62,38.62,7.73,7.73,12.26,2.33,36.79,1.14,18.49,36.79,7.15,39.4,0.29,4.07,7.15,5.52,25.74,6.62
2021-05-23,46.62999999999999,0.284912378,5.6,52.05,22.5,22.5,6.97,6.97,6.63,1.55,38.09,1.23,24.05,38.09,7.57,40.77,0.3,2.39,7.57,5.34,25.66,6.96
2021-05-24,42.46916666666667,0.314973325,6.76,51.96,21.3,21.3,7.09,7.09,3.84,0.88,36.05,1.45,15.62,3.27,8.19,41.83,0.28,2.6,8.19,5.11,25.73,7.4
2021-05-25,41.94208333333333,0.055057135,7.21,51.49,21.12,21.12,4.71,7.26,0.82,4.98,35.67,1.46,9.21,6.86,6.41,41.57,0.39,2.51,6.41,5.29,25.72,8.32
2021-05-26,46.01541666666666,0.250319988,8.05,51.38,21.85,21.85,4.86,6.16,0.29,1.13,34.82,1.57,9.22,3.14,8.75,40.85,0.62,2.48,8.75,4.53,25.61,8.06
2021-05-27,44.028333333333336,-0.1239840055999999,7.86,51.63,20.73,20.73,9.31,6.5,0.24,2.61,36.7,1.26,8.95,3.09,2.66,41.36,0.24,2.51,2.66,4.64,25.61,8.31
2021-05-28,49.71,-0.078950478,9.18,51.49,21.46,21.46,3.24,7.98,0.34,6.45,34.72,1.67,10.89,3.17,8.28,42.56,0.34,2.61,8.28,5.09,25.83,8.5
2021-05-29,42.88541666666666,0.3874767632,3.54,52.28,21.36,21.36,3.82,9.05,0.31,3.01,34.83,1.72,17.45,7.6,3.01,44.18,0.31,2.45,3.01,5.39,26.32,8.33
2021-05-30,42.77666666666667,0.240655797,10.51,52.69,21.53,21.53,8.55,8.55,0.15,2.24,32.63,1.51,13.08,3.25,6.51,43.97,0.15,2.58,6.51,5.6,25.87,8.64
2021-05-31,52.155,0.0580441784,7.38,52.4,19.63,19.63,10.22,10.22,0.92,15.45,33.26,1.77,11.96,3.13,5.56,45.48,0.92,3.94,5.56,6.88,26.22,9.1
2021-06-01,46.97916666666666,0.021974857,3.96,51.68,19.19,19.19,12.69,12.69,0.6,10.37,33.92,2.33,11.75,7.24,6.51,45.97,0.6,3.61,6.51,8.41,26.15,10.38
2021-06-02,66.00333333333334,-0.2189581006,6.84,52.41,19.2,19.2,13.52,13.52,2.86,2.72,32.82,2.63,13.43,3.29,3.04,46.71,2.86,3.88,3.04,9.01,26.25,10.14
2021-06-03,67.32416666666667,-0.40479812,2.75,52.28,17.85,17.85,10.48,10.48,5.48,5.28,32.76,1.43,12.93,3.25,6.59,42.36,5.48,3.62,6.59,8.3,26.35,9.47
2021-06-04,62.42624999999999,-0.053314719,0.44,51.88,18.32,18.32,9.59,9.59,2.02,2.1,33.17,3.38,12.17,3.32,5.38,43.11,2.02,3.76,5.38,8.37,25.81,9.59
2021-06-05,50.10874999999999,0.0401295112,0.55,50.92,18.91,18.91,9.15,9.15,1.02,2.21,34.69,4.48,10.71,8.91,6.91,45.3,1.02,3.92,6.91,7.87,26.05,9.14
2021-06-06,46.65083333333334,0.0996161824,0.44,50.19,17.37,17.37,8.02,8.02,1.03,5.54,34.14,1.58,10.42,34.14,1.94,44.97,1.03,3.46,1.94,7.92,25.86,8.4
2021-06-07,53.40583333333333,-0.0107012199999999,0.33,49.76,17.82,17.82,8.27,8.27,0.15,1.42,33.49,4.39,10.18,2.85,4.7,46.36,0.15,3.52,4.7,7.92,25.93,8.58
2021-06-08,61.25458333333333,0.0862641908,13.78,49.37,17.34,17.34,11.14,11.14,1.39,10.42,34.11,1.42,10.97,3.87,4.9,47.3,1.39,3.92,4.9,8.91,26.16,6.02
2021-06-09,54.04208333333335,-0.0745300938,0.56,49.39,18.54,18.54,12.95,12.95,0.45,0.12,38.49,1.62,22.37,38.49,1.39,48.39,0.45,4.08,1.39,9.76,26.13,4.6
2021-06-10,48.29958333333333,-0.0050167671999999,19.79,48.34,18.33,18.33,12.84,12.84,1.79,2.13,37.21,1.58,19.66,6.52,2.17,47.97,1.79,4.18,2.17,9.84,26.16,8.22
2021-06-11,40.82874999999999,-0.0485397406,15.07,47.85,17.36,17.36,16.93,16.93,0.01,1.17,39.29,1.99,19.99,2.9,1.82,43.1,1.76,4.21,1.82,10.53,26.32,9.33
2021-06-12,39.57708333333333,-0.0969961946,21.16,47.78,20.45,20.45,15.34,15.34,0.42,3.92,45.78,2.04,16.75,6.41,1.51,42.23,0.42,4.19,1.51,10.86,26.22,10.25
2021-06-13,42.44874999999999,-0.0164706637999999,15.32,48.74,17.16,17.16,16.52,16.52,1.15,1.81,49.37,1.68,9.71,3.08,3.57,42.89,1.15,4.26,3.57,14.54,26.14,12.86
2021-06-14,48.09041666666667,0.0074805694,13.91,50.36,17.43,17.43,16.81,16.81,4.93,6.35,51.09,1.54,11.06,6.84,2.71,43.85,0.16,4.27,2.71,9.58,26.2,15.35
2021-06-15,42.05083333333332,0.0460373328,5.62,51.6,16.87,16.87,20.42,20.42,0.05,2.84,39.21,1.44,8.13,3.15,3.66,43.77,0.05,4.5,3.66,9.4,26.47,14.41
2021-06-16,38.1375,-0.053473711,7.43,48.74,16.78,16.78,12.17,12.17,0.48,0.88,35.73,1.59,6.64,3.05,1.83,43.59,1.03,4.88,1.83,9.47,26.61,16.39
2021-06-17,34.49125,-0.0009322031999999,4.9,32.75,16.48,16.48,5.34,5.34,16.73,2.0,36.28,1.37,4.9,6.59,4.21,44.82,0.93,4.69,4.21,11.09,26.37,17.38
2021-06-18,34.302083333333336,-0.079870477,5.04,21.25,16.55,16.55,4.76,4.76,23.46,4.57,37.3,0.45,5.04,2.95,1.99,43.38,0.35,4.78,1.99,11.65,26.08,17.93
2021-06-19,29.266250000000003,0.022525525,6.87,19.46,16.5,16.5,11.18,11.18,8.5,4.03,31.56,0.26,6.07,2.97,1.31,42.37,0.55,4.36,1.31,10.09,26.02,13.06
2021-06-20,37.08375,0.0659710453999999,8.27,18.66,16.27,16.27,10.31,10.31,4.1,3.28,30.34,0.57,8.27,2.9,2.58,43.25,0.3,4.34,2.58,10.15,25.75,8.97
2021-06-21,49.025416666666665,0.2463063984,7.73,19.78,17.81,17.81,8.03,8.03,0.26,4.37,26.43,0.7,7.73,2.9,1.39,42.96,0.26,4.39,1.39,10.86,25.84,9.92
2021-06-22,63.41916666666668,0.0985140913999999,4.9,22.02,15.68,15.68,5.32,5.32,0.16,8.38,23.31,0.92,8.48,2.86,2.31,43.1,0.16,4.26,2.31,11.59,25.71,17.2
2021-06-23,53.72333333333333,0.0744927616,8.19,26.96,16.06,16.06,9.75,12.03,0.88,1.56,23.69,0.1,8.19,2.99,1.86,44.25,0.88,4.06,1.86,10.05,25.8,16.39
2021-06-24,51.379166666666656,-0.0740716227999999,6.52,32.75,17.68,17.68,2.09,14.71,4.05,4.72,22.04,0.11,9.29,6.76,4.37,45.45,1.08,5.04,4.37,9.46,26.04,10.7
2021-06-25,53.66374999999999,0.0426494717999999,15.18,34.12,14.19,14.19,1.05,14.3,10.99,0.45,23.76,1.09,11.11,6.8,1.34,44.46,0.26,4.47,1.34,10.71,26.0,10.49
2021-06-26,36.46833333333333,-0.020152375,10.29,33.85,22.47,22.47,4.21,15.14,11.71,15.41,29.0,1.39,10.93,3.01,5.05,45.09,0.74,4.86,5.05,12.93,26.32,11.98
2021-06-27,67.73166666666667,-0.0384447691999999,3.71,11.69,19.33,19.33,1.5,11.86,5.58,6.92,23.12,3.71,9.89,3.14,1.67,43.59,1.33,4.28,1.67,11.69,25.83,10.06
2021-06-28,103.43541666666668,-0.0650609538,7.39,13.96,18.66,18.66,7.0,10.87,24.3,4.85,24.28,3.65,10.46,3.01,2.15,44.92,2.11,4.88,2.15,13.96,25.91,10.78
2021-06-29,64.79083333333332,0.0490944728,3.99,14.39,22.32,22.32,13.05,10.81,16.9,19.83,28.87,3.27,11.08,3.01,1.74,44.48,0.94,4.34,1.74,14.39,26.25,7.45
2021-06-30,54.57791666666665,0.1405262814,6.0,13.76,19.81,19.81,4.63,14.46,16.34,9.06,30.86,2.43,10.01,3.17,2.26,44.57,0.46,4.7,2.26,13.76,26.26,6.43
2021-07-01,39.84416666666666,0.1980495258,11.87,41.21,22.65,22.65,9.98,16.96,24.4,4.73,30.1,2.86,9.76,3.01,2.04,45.37,0.89,4.59,2.04,12.89,26.2,6.06
2021-07-02,37.12458333333333,0.17510286,6.3,35.8,22.52,22.52,2.31,15.76,21.29,2.18,58.35,3.02,8.92,6.88,4.22,45.45,0.38,4.13,4.22,11.72,26.14,5.82
2021-07-03,39.40875,-0.191980196,5.19,34.91,22.1,22.1,6.35,12.19,19.89,6.06,32.4,2.2,7.75,3.22,2.53,44.71,1.27,3.96,2.53,11.54,26.02,5.52
2021-07-04,59.34625000000002,0.110106662,5.53,34.79,20.66,20.66,6.1,10.95,13.66,2.94,103.25,2.5,7.15,3.06,4.71,44.15,0.39,4.11,4.71,12.08,26.07,5.25
2021-07-05,79.61208333333333,1.25,13.86,34.73,21.34,21.34,2.28,10.44,14.73,6.91,92.25,2.87,8.94,3.26,4.64,44.59,0.76,4.19,4.64,12.51,26.39,5.12
2021-07-06,91.37458333333332,-0.25999999,5.29,34.85,21.39,21.39,2.67,11.64,10.51,7.16,37.22,2.02,8.56,3.03,5.74,45.15,0.54,4.4,5.74,13.43,26.56,5.37
2021-07-07,62.18833333333333,0.0549474291999999,4.52,34.72,24.34,24.34,7.88,12.12,9.79,3.63,31.31,0.76,8.78,6.79,1.62,45.46,0.49,4.38,1.62,14.38,26.82,5.6
2021-07-08,61.41166666666666,0.0526431128,3.3,45.68,22.81,22.81,3.04,12.83,12.06,6.72,34.34,2.21,8.16,7.95,2.0,45.19,0.95,4.68,2.0,13.86,26.37,6.16
2021-07-09,72.61874999999999,-0.0038796216,3.5,102.96,27.57,27.57,3.99,13.86,15.47,2.7,28.91,1.95,8.86,3.24,4.37,45.68,0.75,6.71,4.37,12.23,26.89,6.45
2021-07-10,49.03541666666666,0.0940891363999999,4.99,23.68,27.47,27.47,3.92,15.69,13.99,2.8,31.03,2.5,7.88,3.04,2.06,45.51,0.35,0.76,2.06,13.9,29.09,6.77
2021-07-11,41.84250000000001,0.1165262875999999,1.67,10.86,27.6,27.6,6.46,19.41,7.86,3.27,25.83,2.5,9.79,2.92,4.98,45.09,0.9,1.16,4.98,10.85,26.88,6.63
2021-07-12,31.063749999999995,0.0174241927999999,2.01,3.37,27.63,27.63,3.88,13.29,14.66,6.6,26.54,1.46,8.13,3.1,1.36,45.28,0.66,1.35,1.36,10.98,26.74,6.67
2021-07-13,43.92916666666665,0.1089664769999999,1.94,0.04,19.53,19.53,3.58,11.65,11.88,7.53,32.4,1.47,8.77,8.04,1.82,44.66,0.39,1.16,1.82,10.07,26.66,6.55
2021-07-14,44.38708333333333,0.0790236176,3.06,11.76,23.81,23.81,1.72,15.89,8.9,6.62,32.0,1.21,12.42,7.26,4.45,27.38,0.22,1.17,4.45,11.76,26.74,5.48
2021-07-15,47.36625,0.1296009424,8.74,12.37,35.54,35.54,2.61,14.18,14.89,3.09,35.54,1.34,14.21,3.03,5.57,4.42,0.78,1.33,5.57,12.37,27.24,4.36
2021-07-16,34.53124999999999,0.3048582822,5.06,62.1,36.24,36.24,8.27,15.99,9.87,7.72,36.24,1.45,16.06,7.83,5.55,4.72,0.47,1.17,5.55,9.98,36.24,6.5
2021-07-17,32.40541666666667,-0.0709276228,16.6,53.53,35.69,35.69,3.3,16.99,7.44,7.84,35.69,1.11,20.01,3.08,4.94,8.54,1.27,1.19,4.94,9.68,35.69,6.0
2021-07-18,35.157083333333325,-0.050000001,3.08,35.55,33.88,33.88,1.28,16.02,29.96,3.67,33.88,1.4,20.82,2.89,4.45,6.76,0.3,1.07,4.45,10.01,33.88,5.86
2021-07-19,38.6525,-0.2061630557999999,7.66,34.95,34.42,34.42,0.62,16.72,7.57,3.99,34.42,6.75,7.66,2.93,4.38,6.75,0.31,1.21,4.38,9.28,34.42,5.87
2021-07-20,37.43125000000001,-0.0456044988,6.24,34.36,34.92,34.92,2.52,15.47,3.78,6.24,34.92,6.73,6.24,3.14,4.28,6.73,0.76,1.07,4.28,9.51,34.92,5.79
2021-07-21,30.25916666666667,-0.1275125682,6.55,33.8,31.34,31.34,0.63,0.63,6.39,6.55,31.34,6.54,6.55,3.1,3.38,6.54,0.85,1.07,3.38,9.24,31.34,6.15
2021-07-22,32.82208333333333,-0.097928384,22.72,33.21,32.49,32.49,0.84,0.84,6.48,22.72,32.49,6.42,22.72,2.84,4.75,6.42,0.41,1.82,4.75,9.14,32.49,6.2
2021-07-23,38.88166666666667,0.3710121812,6.06,33.07,41.4,41.4,5.46,5.46,6.77,6.06,41.4,6.45,6.06,3.12,4.49,6.45,0.33,2.82,4.49,9.22,41.4,6.44
2021-07-24,32.09583333333334,0.0060114248,7.43,32.71,19.27,19.27,6.25,6.25,6.78,7.43,19.27,6.06,7.43,8.01,4.06,6.06,0.4,2.59,4.06,9.04,19.27,6.09
2021-07-25,31.142916666666668,0.0644752408,8.39,32.54,17.53,17.53,8.47,8.47,5.71,8.39,17.53,5.54,8.39,3.07,3.54,5.54,0.43,2.46,3.54,8.88,17.53,6.05
2021-07-26,31.61999999999999,-0.38479051,15.23,53.35,15.72,15.72,6.11,6.11,4.55,3.34,15.72,5.29,15.23,2.93,1.9,5.29,0.38,2.43,1.9,9.04,15.72,6.0
2021-07-27,32.53416666666667,0.0264371459999999,7.24,55.22,13.15,13.15,4.06,4.06,5.63,2.28,13.15,6.4,7.24,2.95,4.46,6.4,0.24,2.48,4.46,8.67,13.15,6.18
2021-07-28,31.74875,0.1070350462,15.51,54.44,12.83,12.83,1.89,1.89,5.85,4.26,12.83,5.92,198.45,3.15,4.87,5.92,0.95,2.31,4.87,8.26,12.83,5.88
2021-07-29,30.15958333333334,0.0072651077999999,4.27,54.16,28.5,28.5,0.26,4.27,4.13,2.74,12.13,6.25,4.27,7.27,4.34,6.25,0.32,2.26,4.34,8.17,26.9,6.08
2021-07-30,27.79541666666667,0.1599748536,4.97,53.8,28.61,28.61,0.85,4.97,4.33,2.37,10.98,5.74,4.97,6.79,5.19,5.74,0.35,2.24,5.19,9.44,26.96,4.38
2021-07-31,22.01500000000001,0.2520823114,3.76,53.65,30.01,30.01,1.97,5.69,3.95,3.32,11.45,5.2,3.76,6.62,4.94,5.2,0.56,2.22,4.94,8.76,29.18,6.69
2021-08-01,25.72958333333333,-0.2421349613999999,15.29,53.72,29.22,29.22,1.53,10.6,7.0,3.49,11.87,4.99,15.29,7.95,4.3,4.99,0.66,10.6,4.3,8.11,28.7,2.81
2021-08-02,34.937916666666666,0.1241154044,16.67,36.9,30.5,30.5,0.34,10.82,5.79,6.12,10.88,4.37,16.67,7.62,4.24,5.27,0.31,2.18,4.24,8.09,27.06,1.17
2021-08-03,38.51499999999999,-0.1135186625999999,5.68,22.47,30.14,30.14,0.2,8.86,23.51,10.27,10.34,4.28,5.68,3.2,4.67,5.4,0.66,2.35,4.67,8.2,27.13,0.49
2021-08-04,35.59291666666667,0.3700078996,18.55,22.24,29.86,29.86,2.96,8.13,22.34,3.82,10.88,1.94,8.93,2.86,4.83,5.59,0.36,2.31,4.83,8.29,26.98,0.71
2021-08-05,37.025,0.030061967,21.45,24.86,34.93,34.93,1.71,8.01,15.2,7.57,12.2,3.98,23.39,3.25,3.71,4.86,0.13,2.48,3.71,8.61,27.07,7.57
2021-08-06,39.65833333333333,0.0494836174,8.29,9.14,11.33,11.33,3.29,8.74,0.49,2.63,11.33,4.86,8.29,8.07,2.15,5.78,0.49,8.74,2.15,9.14,28.65,22.06
2021-08-07,40.85041666666667,0.1004394282,8.05,42.71,31.51,31.51,2.75,8.48,18.12,3.14,13.43,1.57,22.08,3.43,5.11,10.18,0.46,2.57,5.11,9.12,27.92,25.58
2021-08-08,46.55166666666667,-0.1689710394,17.16,42.54,31.19,31.19,8.92,9.39,15.64,3.25,15.27,1.91,18.24,3.27,2.19,10.44,0.21,2.69,2.19,8.72,27.63,28.36
2021-08-09,55.49125,-0.1250060946,7.65,25.42,31.98,31.98,9.55,7.74,14.52,3.76,12.01,1.27,16.8,7.32,5.41,11.54,0.32,2.86,5.41,9.66,29.36,23.87
2021-08-10,53.76500000000001,0.1430495229999999,6.46,11.97,31.48,31.48,4.1,8.1,15.54,6.34,12.08,4.02,6.89,7.3,2.1,10.82,0.58,2.69,2.1,10.1,27.46,24.3
2021-08-11,53.54583333333333,0.0654942886,5.68,11.17,30.44,30.44,4.06,7.75,16.11,2.58,11.54,1.17,5.68,3.18,4.16,11.27,0.25,2.79,4.16,11.0,27.5,9.55
2021-08-12,52.09458333333334,0.2099847636,23.28,12.25,32.23,32.23,4.47,8.16,18.71,3.73,10.75,1.42,24.67,7.63,2.18,10.92,0.39,2.86,2.18,12.29,28.15,9.62
2021-08-13,46.868749999999984,0.0929779016,9.9,12.52,32.19,32.19,4.78,8.04,15.9,3.08,10.91,1.65,26.05,7.72,5.8,12.04,0.42,2.84,5.8,11.53,27.8,9.97
2021-08-14,37.22375,-0.0494881906,9.67,12.66,30.7,30.7,5.07,8.0,15.53,7.96,10.51,1.65,25.02,3.1,5.51,13.99,0.63,2.99,5.51,8.76,28.0,10.21
2021-08-15,50.26791666666667,-0.0430525696,10.86,12.79,30.72,30.72,14.2,9.91,32.78,6.9,10.28,4.09,29.23,3.33,5.87,12.99,0.51,3.38,5.87,9.69,28.12,11.07
2021-08-16,66.20125,-0.0034668563999999,22.45,13.77,31.06,31.06,6.44,12.07,39.56,2.73,10.5,4.51,31.35,6.88,2.8,14.16,0.57,3.95,2.8,11.97,28.21,11.18
2021-08-17,82.47375000000002,0.2074493335999999,24.84,13.2,30.16,30.16,5.79,11.14,40.59,3.25,10.54,1.65,29.91,3.28,2.22,13.36,0.58,3.52,2.22,11.08,28.09,9.15
2021-08-18,66.97666666666667,-0.0639466688,10.49,12.81,30.8,30.8,6.1,11.53,39.05,6.7,10.48,4.44,31.51,3.26,4.98,4.44,0.34,3.62,4.98,11.26,28.29,10.31
2021-08-19,54.26083333333333,0.1134729534,11.29,13.02,30.1,30.1,7.06,14.77,39.75,3.12,10.76,4.49,32.12,2.81,4.58,4.49,0.56,3.44,4.58,12.14,28.31,10.38
2021-08-20,58.7525,-0.0140848375999999,10.15,12.62,30.18,30.18,7.87,16.85,37.98,3.15,10.76,3.56,29.89,3.23,4.76,3.56,0.38,3.34,4.76,13.26,28.22,10.12
2021-08-21,36.825,0.1285420568,16.59,12.01,30.04,30.04,6.99,14.63,31.84,3.58,10.85,3.71,27.6,3.27,2.57,3.71,0.67,3.14,2.57,11.9,27.76,9.72
2021-08-22,41.27708333333333,0.1005882742,26.34,12.02,29.97,29.97,7.64,12.8,21.6,6.13,10.39,1.3,26.34,7.18,4.58,1.3,0.24,3.66,4.58,14.33,28.05,10.56
2021-08-23,47.048750000000005,-0.110071093,27.9,12.17,29.84,29.84,8.02,12.77,16.19,6.87,10.26,1.13,27.9,3.11,2.43,1.13,0.45,3.55,2.43,16.16,27.82,10.59
2021-08-24,58.67208333333332,0.3280030498,26.45,11.19,31.13,31.13,6.54,13.25,22.65,5.3,10.4,3.55,26.45,3.06,6.38,3.55,0.6,3.46,6.38,15.63,27.84,10.09
2021-08-25,54.220416666666665,0.1389992353999999,9.98,11.11,30.46,30.46,6.48,13.78,20.28,7.5,10.79,1.61,9.98,3.22,5.93,1.61,0.28,3.53,5.93,13.94,27.9,10.12
2021-08-26,51.69791666666666,-0.0979641944,15.13,10.21,29.77,29.77,6.52,11.13,18.92,6.35,10.8,1.24,15.13,3.31,5.12,1.24,0.34,3.67,5.12,12.66,27.97,10.25
2021-08-27,54.36999999999998,-0.0749154388,11.22,10.08,31.11,31.11,18.23,11.22,15.73,2.79,10.61,2.13,11.22,9.48,5.44,2.13,0.39,3.74,5.44,12.41,28.21,10.96
2021-08-28,46.27375,-0.039763812,10.98,10.28,30.33,30.33,7.13,10.98,16.09,7.43,10.45,3.79,10.98,10.45,1.47,3.79,0.13,3.77,1.47,14.57,28.07,11.0
2021-08-29,56.44583333333335,0.0054638044,12.64,10.99,30.0,30.0,6.7,12.64,14.26,7.96,11.18,1.68,12.64,11.18,3.84,1.68,0.47,3.73,3.84,9.28,28.3,11.28
2021-08-30,53.44624999999999,0.0484851418,10.26,10.22,28.8,28.8,6.8,12.8,14.45,4.56,11.05,1.52,10.26,11.05,5.54,1.52,0.24,3.81,5.54,10.03,28.26,11.11
2021-08-31,51.21999999999999,-0.0114897147999999,14.96,10.26,29.27,29.27,17.86,12.28,11.85,2.5,9.98,5.94,14.96,9.98,3.83,5.94,0.35,4.0,3.83,10.1,28.25,10.98
2021-09-01,43.82,0.0010015241999999,36.97,11.06,29.26,29.26,17.03,12.6,19.44,6.97,9.93,1.48,36.97,9.93,3.53,1.48,0.57,3.69,3.53,10.46,32.43,10.4
2021-09-02,37.06458333333333,-0.0024127721999999,34.67,12.86,29.72,29.72,5.68,10.69,20.15,2.36,11.06,3.5,34.67,11.06,1.3,3.5,1.19,3.84,1.3,9.8,43.27,10.08
2021-09-03,44.68333333333333,-0.0539443849999999,31.67,10.25,30.78,30.78,16.04,11.53,21.32,7.53,11.1,2.68,31.67,11.1,5.41,2.68,0.42,4.05,5.41,16.71,38.05,10.31
2021-09-04,49.431666666666665,-0.0109123858,19.13,10.57,30.55,30.55,17.01,11.66,20.45,3.4,9.76,5.24,19.13,9.76,1.61,5.24,1.88,4.02,1.61,25.71,20.53,11.15
