date,open_NO2,sate_NO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2021-09-04,47.995833333333344,7197760000000000.0,14.34,51.58,19.63,9.77,7.47,34.1,44.54,18.95,43.87,32.74,19.24,70.76,15.16,26.27,25.2,34.1,51.77,28.89,1.26,25.2,39.92,32.53,15.87,34.42,51.93,4.88,22.31,48.35,17.76,39.49,16.22,78.54,5.69,16.04,26.44,25.84,28.03,25.84,27.37,16.12
2021-09-05,64.87583333333332,5661220000000000.0,23.48,61.35,26.08,18.72,10.5,36.97,24.27,19.14,51.83,31.81,20.94,62.44,10.24,27.26,22.57,36.97,54.6,27.36,1.1,22.57,36.11,33.05,16.55,37.18,48.07,4.91,19.2,53.34,19.45,41.96,17.84,251.68,4.79,16.69,21.37,14.99,22.85,14.99,27.56,16.9
2021-09-06,74.64333333333333,7122990000000000.0,14.01,54.5,26.5,19.74,9.03,36.7,26.95,19.2,46.54,33.14,22.31,74.0,10.12,37.97,23.42,36.7,63.54,31.6,1.21,23.42,38.88,53.85,17.34,35.31,62.26,4.37,25.41,51.69,20.54,48.45,15.93,201.85,4.23,19.27,18.93,18.15,35.04,18.15,29.49,19.74
2021-09-07,48.08124999999999,6665972000000000.0,10.01,38.67,17.34,19.47,6.17,26.33,27.77,18.42,44.06,25.04,13.82,49.47,12.43,33.89,17.43,26.33,46.7,62.11,2.03,17.43,43.41,28.08,11.46,26.19,45.8,4.64,19.42,37.7,14.52,35.36,11.13,73.21,3.48,15.3,23.6,23.37,18.35,23.37,20.92,12.88
2021-09-08,38.97166666666667,5765970000000000.0,9.21,29.22,18.33,18.08,7.19,27.22,13.68,18.25,36.74,26.7,12.43,46.0,12.43,39.03,12.67,27.22,38.25,26.53,4.18,12.67,41.31,31.06,14.23,20.28,36.9,4.88,20.25,28.31,17.64,33.41,10.14,24.94,3.68,14.28,18.86,26.28,22.95,26.28,19.98,12.19
2021-09-09,52.18041666666667,5489696000000000.0,11.81,26.87,18.33,9.38,6.6,31.69,8.16,18.16,36.39,34.95,13.6,46.32,9.38,34.0,15.09,31.69,49.14,26.45,4.31,15.09,40.35,32.52,13.27,23.83,41.15,4.89,19.73,26.48,18.56,37.34,11.08,14.2,4.42,13.5,20.99,26.91,27.06,26.91,20.73,15.18
2021-09-10,44.34166666666667,7547836000000000.0,9.43,31.83,16.77,15.17,6.13,24.75,12.82,18.19,39.51,30.49,11.19,52.38,10.02,34.56,14.66,24.75,51.35,13.87,3.8,14.66,38.66,30.29,12.24,22.23,40.5,4.88,19.63,28.33,19.69,34.8,10.79,12.94,5.78,13.98,23.31,24.95,22.94,24.95,20.49,12.94
2021-09-11,36.13041666666668,5730578000000000.0,9.64,25.94,17.62,12.79,4.57,26.28,12.75,19.58,40.74,29.61,10.63,58.89,11.5,32.78,20.39,26.28,50.71,67.86,4.0,20.39,52.45,27.69,16.93,17.32,48.05,4.84,21.09,32.4,26.96,34.8,11.79,19.67,6.45,14.49,20.51,31.62,18.78,31.62,21.35,11.9
2021-09-12,56.96500000000001,5804552000000000.0,12.38,69.08,20.34,13.0,5.65,29.98,11.7,20.49,44.78,25.28,12.54,69.08,11.41,34.91,19.73,29.98,47.4,13.19,2.37,19.73,41.58,21.58,11.52,22.17,36.13,4.91,20.26,28.42,31.61,32.03,13.08,18.88,2.81,16.58,23.45,21.8,27.3,21.8,23.23,15.02
2021-09-13,77.44208333333334,6072324000000000.0,9.5,52.78,19.56,12.14,6.52,24.36,13.02,19.81,50.78,24.77,13.2,61.33,11.48,32.06,19.11,24.36,54.94,28.57,3.69,19.11,44.0,17.89,19.05,22.05,51.26,4.92,21.76,37.54,29.16,33.7,13.49,23.24,3.57,14.28,15.84,28.42,20.4,28.42,22.46,12.28
2021-09-14,48.639166666666654,6058690000000000.0,7.8,34.36,16.23,12.43,6.87,18.3,15.05,20.49,47.75,22.61,12.3,48.53,11.53,20.88,16.26,18.3,49.69,25.14,3.61,16.26,42.41,34.61,17.86,18.08,45.45,4.91,21.61,29.19,21.54,35.06,12.23,24.52,6.79,11.2,15.09,22.68,16.02,22.68,19.9,10.13
2021-09-15,54.82291666666666,7878956000000000.0,11.66,35.59,15.86,13.37,6.76,24.44,16.33,12.42,41.56,40.22,11.28,53.15,11.66,20.93,16.01,24.44,57.93,27.07,2.38,16.01,43.62,36.79,12.7,29.39,43.6,4.95,20.22,26.91,23.43,35.14,11.72,26.58,8.13,12.17,20.06,20.29,22.46,20.29,19.09,14.66
2021-09-16,45.35375,1.0421208e+16,16.18,45.05,21.56,12.78,7.96,25.91,20.36,14.18,46.04,39.2,13.81,64.49,12.83,30.2,18.43,25.91,57.05,25.73,1.56,18.43,43.33,35.2,19.39,30.8,46.33,4.88,21.96,33.28,30.41,34.7,10.48,31.91,3.99,12.41,26.86,21.78,28.08,21.78,19.4,17.66
2021-09-17,39.22791666666666,5524928000000000.0,7.13,35.65,19.47,13.55,6.27,19.96,21.87,12.81,46.98,26.73,10.72,47.58,12.93,25.68,16.02,19.96,47.39,14.89,2.7,16.02,47.05,23.68,21.86,18.23,39.32,4.89,21.43,26.14,20.15,31.48,11.82,22.83,6.64,11.5,35.61,25.81,16.37,25.81,19.97,14.28
2021-09-18,39.75666666666666,1.2932458e+16,7.23,34.94,16.76,13.44,4.46,23.95,19.23,12.15,45.09,26.44,11.83,49.72,13.41,27.05,16.97,23.95,46.32,13.94,1.97,16.97,47.62,28.23,23.41,19.81,40.19,4.88,23.42,25.44,22.65,34.9,11.97,22.99,9.88,11.18,25.51,23.02,18.91,23.02,18.94,16.46
2021-09-19,45.61166666666668,7176550000000000.0,12.79,31.67,18.66,13.4,7.13,21.47,14.06,12.21,41.08,34.06,10.67,31.67,13.87,27.66,16.4,21.47,42.07,39.35,2.2,16.4,44.0,32.69,19.01,30.53,45.45,4.86,21.38,28.75,18.63,27.67,10.92,19.99,4.19,10.98,16.76,18.82,26.16,18.82,18.35,16.06
2021-09-20,55.86458333333334,8349556000000000.0,15.04,36.33,18.84,12.93,8.41,26.44,34.99,12.12,43.8,39.9,13.02,50.66,14.43,27.95,16.98,26.44,52.17,26.86,1.82,16.98,43.47,36.82,18.71,36.63,54.34,4.87,20.72,35.41,25.29,30.68,13.25,16.61,4.31,14.56,18.32,1.49,28.88,18.83,19.95,15.39
2021-09-21,52.25083333333333,6787230000000000.0,16.15,44.49,18.15,13.16,8.45,26.0,16.9,12.37,42.27,38.84,12.43,65.36,14.82,29.33,18.51,26.0,59.67,14.81,2.11,18.51,45.36,35.95,18.99,32.95,52.73,4.91,21.79,35.25,25.11,31.28,13.43,14.11,4.48,13.9,20.03,18.22,28.07,21.43,20.8,14.94
2021-09-22,53.09375000000001,8163366000000000.0,10.62,41.55,18.8,13.29,5.94,28.16,18.91,12.45,42.29,43.39,12.07,56.73,15.41,33.89,17.01,28.16,58.55,29.71,2.29,17.01,47.89,37.01,19.28,22.21,50.24,4.86,25.1,29.08,22.98,36.43,12.55,16.0,4.96,12.08,19.63,13.85,24.75,31.0,20.93,16.12
2021-09-23,61.97541666666665,7181558000000000.0,9.35,34.12,14.18,12.81,4.89,23.49,23.39,12.88,42.21,32.63,7.07,46.99,15.67,25.9,14.21,23.49,48.4,14.3,2.8,14.21,43.98,26.52,12.56,27.57,41.81,4.9,18.62,27.65,15.81,23.56,11.29,10.97,3.52,13.41,26.73,11.51,21.94,22.59,19.18,13.3
2021-09-24,59.98999999999999,5366634000000000.0,8.97,40.6,18.86,13.57,5.53,27.1,63.33,13.84,49.08,28.98,13.03,58.2,14.95,26.18,18.67,27.1,49.73,27.2,4.59,18.67,47.99,29.2,18.62,21.94,45.34,4.85,21.52,41.54,26.37,36.62,10.8,14.39,6.1,9.45,23.88,12.44,22.05,27.56,20.44,23.2
2021-09-25,48.73916666666667,6810744000000000.0,6.36,43.38,19.15,13.58,4.14,23.52,25.34,13.4,48.16,25.04,14.34,52.78,13.65,23.36,18.46,23.52,48.98,15.45,9.78,18.46,47.79,26.37,19.08,17.57,50.49,4.86,23.42,35.67,25.22,33.42,10.28,16.87,6.53,9.2,17.09,18.98,18.07,28.01,20.18,18.34
2021-09-26,44.61041666666666,6668930000000000.0,8.19,41.21,19.59,14.16,5.88,26.9,21.07,13.0,38.45,28.45,9.8,59.21,12.85,25.75,16.6,26.9,44.12,73.97,5.58,16.6,46.69,33.68,23.05,15.87,41.32,4.84,22.66,25.43,23.97,33.23,9.42,23.41,3.62,11.21,29.3,11.33,24.78,23.39,20.58,20.8
2021-09-27,74.48583333333333,8590304000000000.0,14.27,61.83,20.27,17.44,8.45,30.5,15.02,13.85,51.59,32.18,15.17,56.39,11.85,26.4,21.51,30.5,47.13,16.67,6.7,21.51,46.41,32.14,15.38,27.71,56.06,4.88,22.9,44.56,25.48,35.44,11.99,17.85,6.14,11.95,24.91,18.73,22.61,19.78,20.97,21.41
2021-09-28,48.32374999999999,6414160000000000.0,10.29,43.48,15.15,15.34,7.59,26.98,12.64,13.51,45.05,32.47,12.57,56.03,11.24,26.85,19.37,26.98,34.18,76.18,6.09,19.37,51.18,34.02,23.81,26.7,48.62,4.91,24.09,36.5,28.25,40.42,10.25,16.93,7.21,11.29,14.3,12.94,22.97,24.99,19.74,23.11
2021-09-29,47.40916666666666,7324168000000000.0,12.71,36.7,14.64,14.44,7.56,25.44,10.9,13.47,40.41,29.83,9.85,51.39,10.95,32.81,16.65,25.44,11.66,26.13,5.73,16.65,49.05,33.62,18.76,31.56,47.14,4.89,23.66,29.93,25.7,35.35,9.86,13.12,3.88,11.72,16.31,17.7,23.97,25.56,17.98,18.16
2021-09-30,85.78208333333333,6006430000000000.0,20.24,46.1,15.51,15.97,9.85,29.43,12.46,13.91,33.83,32.85,12.1,61.6,10.81,34.34,19.52,29.43,12.48,27.32,6.05,19.52,46.05,37.12,17.94,38.11,54.74,4.91,23.84,36.08,28.2,30.97,12.55,14.36,17.05,13.9,15.8,19.54,30.39,22.68,19.57,19.62
2021-10-01,101.03291666666668,6031980000000000.0,21.42,85.58,19.07,15.06,12.9,42.63,85.02,15.91,32.19,38.56,20.75,102.77,10.81,47.98,30.15,42.63,17.93,17.42,5.38,30.15,52.28,40.15,22.07,42.52,76.5,4.89,29.85,51.29,54.95,47.28,12.9,16.36,35.68,14.81,14.37,18.95,48.87,20.36,26.95,32.26
2021-10-02,41.72666666666666,7457680000000000.0,14.4,66.99,18.81,13.12,8.97,29.6,47.48,17.06,33.8,28.64,11.58,56.72,10.8,35.98,21.9,29.6,11.99,28.91,3.09,21.9,49.77,25.39,17.98,27.15,53.16,4.91,22.53,49.28,35.06,30.74,14.0,9.33,29.86,13.43,14.17,14.1,23.33,16.0,22.36,19.41
2021-10-03,37.46875,5956120000000000.0,17.27,56.82,14.32,13.09,9.43,28.73,40.91,17.37,27.11,23.52,7.43,60.7,10.74,29.66,18.31,28.73,9.01,15.3,3.13,18.31,43.86,26.39,16.16,20.81,44.61,4.94,20.2,37.13,33.08,22.72,12.81,8.89,24.53,11.39,12.01,11.0,23.39,14.6,21.38,17.66
2021-10-04,70.10125000000001,7997356000000000.0,13.06,63.32,15.15,17.74,8.64,25.73,47.98,16.89,40.7,20.43,12.34,60.44,10.68,33.07,20.44,25.73,9.25,27.33,4.84,20.44,38.47,31.11,15.36,26.34,46.67,4.94,20.37,42.79,33.14,24.72,15.1,8.09,27.06,9.76,15.87,12.42,23.32,14.52,19.77,14.16
2021-10-05,171.9920833333333,9001430000000000.0,14.47,69.32,17.01,22.95,8.27,38.73,60.25,15.17,65.91,33.02,13.23,69.32,10.71,43.92,22.07,38.73,11.88,77.24,5.38,22.07,45.4,29.42,15.96,28.76,46.6,4.92,22.5,42.51,35.7,33.24,14.68,15.22,31.03,11.96,23.12,47.71,28.56,21.22,24.14,21.3
2021-10-06,66.43249999999999,8213604000000000.0,14.2,63.25,15.41,18.33,6.66,31.44,16.02,17.4,78.07,28.48,10.58,63.25,10.75,35.84,21.57,31.44,11.09,71.54,5.78,21.57,43.41,19.42,13.81,23.01,86.5,4.92,22.81,50.07,29.61,27.91,11.76,12.53,32.38,8.9,18.19,11.93,17.98,19.33,21.21,18.93
2021-10-07,76.08541666666667,6642290000000000.0,21.08,72.46,16.68,19.02,8.91,44.44,27.33,19.38,81.57,44.95,15.96,72.46,10.77,38.75,26.44,44.44,13.39,69.89,6.71,26.44,46.56,28.69,14.9,33.4,55.82,4.92,24.76,57.29,41.76,31.59,15.14,13.17,38.88,10.81,35.01,13.76,23.62,17.29,25.11,26.6
2021-10-08,74.48666666666666,6550638000000000.0,27.16,88.68,20.31,19.85,14.02,53.58,14.75,20.75,83.46,40.87,22.41,88.68,10.73,52.6,24.75,53.58,17.52,47.7,11.88,24.75,54.3,38.35,19.26,40.06,72.36,4.93,30.98,65.0,54.89,43.26,23.37,17.07,44.38,19.89,42.11,46.56,34.82,20.77,28.81,34.3
2021-10-09,65.13875,6325880000000000.0,28.63,94.75,20.47,21.16,11.65,58.35,56.01,20.46,88.05,52.39,23.5,94.75,10.68,59.41,29.76,58.35,39.17,23.05,7.24,29.76,51.72,41.73,20.36,47.57,73.58,4.92,29.26,67.69,50.64,45.15,15.52,40.73,45.41,20.74,46.66,20.93,41.98,20.77,28.45,32.35
2021-10-10,84.47541666666667,7494720000000000.0,25.09,87.94,19.37,17.34,11.5,66.35,103.69,18.95,92.65,44.57,21.58,87.94,10.68,56.09,27.34,66.35,61.82,22.52,7.57,27.34,51.07,39.36,18.64,38.02,62.8,4.94,28.85,59.68,50.84,51.62,13.5,67.77,35.96,19.79,44.35,17.26,36.69,18.86,28.04,27.13
2021-10-11,102.94666666666666,1.1063552e+16,22.81,85.9,20.99,17.78,10.1,57.09,74.23,18.21,69.9,46.88,24.5,85.9,10.69,62.24,29.36,57.09,68.6,26.79,10.44,29.36,50.53,44.37,20.28,42.49,65.02,4.96,29.0,61.08,47.76,51.94,13.93,77.08,40.72,19.5,43.72,20.82,39.27,17.93,28.25,24.97
2021-10-12,76.75624999999998,8508070000000000.0,25.25,86.92,20.39,19.39,12.38,36.22,63.4,19.88,84.27,44.2,23.92,64.02,24.86,63.85,31.36,36.22,68.73,26.28,13.1,31.36,51.63,40.95,17.33,39.09,88.11,4.95,32.09,61.36,53.42,53.07,16.59,77.36,46.58,18.96,49.3,25.96,38.38,24.4,29.81,26.76
2021-10-13,55.50041666666666,8117962000000000.0,27.94,77.78,18.93,20.48,9.04,42.99,25.54,21.33,102.82,31.41,19.19,57.93,44.18,54.43,29.97,42.99,65.51,58.53,14.81,29.97,55.75,33.62,17.41,36.91,70.2,4.95,31.29,75.8,36.73,43.87,29.57,45.06,40.13,14.23,39.95,33.33,30.53,25.08,29.72,28.42
2021-10-14,54.8225,7025200000000000.0,27.37,93.08,23.43,18.98,15.1,51.09,19.83,21.5,97.91,42.55,24.91,81.6,47.04,73.57,35.73,51.09,68.08,66.52,17.3,35.73,59.63,49.43,16.79,41.15,78.98,4.92,35.9,75.09,57.67,45.87,21.38,56.35,61.09,19.63,45.17,24.67,34.56,30.21,30.76,34.61
2021-10-15,74.99458333333334,7011234000000000.0,31.83,117.02,22.32,20.76,15.51,60.03,79.87,22.31,96.67,49.88,26.74,89.22,61.69,73.64,37.98,60.03,74.74,59.95,17.44,37.98,65.06,55.82,16.29,40.88,81.97,4.86,35.12,80.92,68.92,57.87,24.79,65.97,57.07,23.56,50.23,20.73,46.33,29.73,33.0,35.27
2021-10-16,116.49833333333328,8198120000000000.0,41.28,125.24,32.46,25.32,12.47,53.74,146.41,21.41,130.79,50.86,40.43,76.84,74.31,76.84,47.85,53.74,98.35,75.7,21.16,47.85,66.06,65.78,20.13,67.65,110.55,4.86,38.6,97.49,74.74,76.38,31.7,99.03,74.26,25.96,63.96,38.17,44.69,38.17,36.59,39.9
2021-10-17,52.29375,5891140000000000.0,16.85,57.02,16.28,20.03,8.98,28.46,138.4,15.13,78.35,48.41,20.43,72.04,48.42,55.03,25.03,28.46,110.52,68.19,13.61,25.03,50.9,44.27,21.6,32.03,61.5,4.83,29.84,48.69,33.28,44.73,12.67,48.1,46.73,15.0,47.64,35.68,29.52,35.68,21.83,19.08
2021-10-18,38.60083333333333,7877932000000000.0,9.52,39.38,11.56,15.1,5.86,26.96,44.1,13.47,58.28,24.42,9.47,22.1,35.38,40.32,15.42,26.96,51.39,15.99,8.19,15.42,44.1,31.44,8.93,25.18,40.08,4.81,22.05,31.75,17.28,31.15,15.74,28.22,29.49,7.39,27.6,1.42,13.8,23.28,19.45,13.87
2021-10-19,48.445833333333326,8326460000000000.0,18.08,63.28,18.79,14.02,6.74,41.92,48.95,17.62,64.82,27.97,14.65,15.87,39.07,49.66,22.83,41.92,49.89,30.72,9.2,22.83,48.95,40.61,10.94,38.85,49.59,4.86,21.06,50.38,39.92,37.14,29.85,29.82,37.02,11.32,35.31,0.93,29.43,20.33,20.71,21.52
2021-10-20,62.81999999999999,8320840000000000.0,32.49,99.04,23.25,20.34,15.21,57.64,19.35,21.19,80.04,54.74,26.23,153.3,56.23,74.14,31.69,57.64,64.21,25.88,13.39,31.69,53.5,61.62,15.04,47.51,67.15,4.87,32.53,70.78,56.82,52.52,32.2,57.55,50.79,24.91,48.52,2.24,52.27,22.5,28.07,33.77
2021-10-21,38.95,7477520000000000.0,34.87,100.55,21.63,22.91,16.68,63.45,9.4,20.79,86.5,58.77,28.06,97.12,56.86,85.75,33.31,63.45,52.66,71.4,14.62,33.31,61.5,59.86,17.11,52.63,65.57,5.21,33.35,71.2,59.83,50.77,27.55,64.11,52.86,26.94,40.45,6.79,57.27,25.79,28.54,33.95
2021-10-22,71.33083333333333,7452100000000000.0,25.96,97.85,18.53,19.9,13.61,46.02,17.83,18.82,73.16,46.57,26.13,96.45,54.2,78.21,28.39,46.02,52.31,47.27,13.33,28.39,53.19,58.17,19.62,49.52,58.08,4.79,51.35,64.89,50.28,49.88,22.78,81.8,41.33,25.46,40.63,1.5,50.18,20.36,26.63,34.12
2021-10-23,48.19541666666668,1.19e+16,35.56,81.19,27.87,18.08,15.72,68.93,7.07,15.14,68.76,73.91,28.22,93.27,65.76,77.25,28.5,68.93,60.3,46.05,14.89,28.5,60.43,58.08,19.45,51.15,81.47,4.86,66.6,61.19,48.78,54.53,23.55,81.18,38.97,34.98,37.73,3.22,58.77,28.14,26.87,30.09
2021-10-24,53.80125,7504954000000000.0,25.8,56.81,21.04,16.9,10.92,47.51,11.14,13.98,62.3,54.14,20.38,71.28,38.06,51.91,20.69,47.51,48.55,71.21,13.35,20.69,60.8,41.57,15.03,4.42,60.44,4.85,51.99,42.61,31.55,46.29,22.82,56.41,35.67,25.06,32.18,5.47,38.19,29.26,22.98,25.1
2021-10-25,69.03125000000001,5983130000000000.0,22.88,68.57,21.21,18.54,10.15,54.24,26.58,17.95,80.12,36.95,21.69,70.74,39.67,63.3,25.41,54.24,48.41,24.18,12.49,25.41,58.08,33.35,14.43,4.12,59.29,4.88,66.92,58.93,36.71,48.76,22.97,50.42,44.37,16.5,28.58,5.2,26.42,26.17,26.03,27.42
2021-10-26,66.06041666666665,6978350000000000.0,31.67,86.99,24.88,21.59,12.28,53.15,17.53,19.53,84.45,44.68,24.95,85.0,44.6,69.7,27.18,53.15,48.6,49.97,13.27,27.18,61.41,42.34,15.93,34.57,59.34,4.9,63.99,66.06,55.89,51.96,25.31,61.47,39.74,19.33,30.58,10.85,38.52,21.46,24.86,33.19
2021-10-27,61.97666666666667,1.5941308e+16,37.81,108.37,34.58,22.75,14.88,70.29,15.19,21.75,105.3,55.06,30.32,101.55,51.54,180.84,37.73,70.29,57.48,60.17,16.9,37.73,70.32,57.09,14.83,49.03,69.54,4.9,80.86,82.32,75.79,64.75,28.45,78.59,60.4,25.03,36.81,13.96,53.85,34.55,33.74,42.84
2021-10-28,72.49416666666667,8187020000000000.0,42.36,114.85,37.53,26.51,21.08,67.87,11.32,21.46,100.26,62.98,34.09,105.09,53.19,169.85,34.38,67.87,57.29,61.71,15.8,34.38,71.22,60.51,17.83,43.55,60.24,4.89,84.43,82.88,74.35,63.26,39.05,76.11,56.07,26.31,35.91,21.27,54.14,26.67,30.23,47.14
2021-10-29,85.36749999999999,7764046000000000.0,45.45,112.19,55.72,29.62,18.68,68.46,18.85,21.49,163.56,67.24,39.64,105.71,60.45,144.71,39.08,68.46,68.59,67.13,19.85,39.08,72.8,62.22,20.51,46.93,75.68,4.91,87.56,93.42,76.05,67.79,76.01,102.73,66.38,28.32,35.57,24.39,57.29,34.69,29.18,52.24
2021-10-30,37.30791666666666,6683760000000000.0,38.58,112.12,42.61,28.68,17.43,67.26,45.09,21.82,275.02,63.88,38.57,109.32,54.86,95.55,35.47,67.26,59.44,63.99,17.82,35.47,75.9,61.09,18.06,36.18,71.33,5.75,88.94,84.79,77.97,69.25,75.8,85.26,66.15,27.78,38.88,25.49,61.01,30.88,33.02,50.46
2021-10-31,77.59875,6662944000000000.0,43.06,118.53,33.25,24.86,17.69,68.22,47.4,21.76,287.78,56.07,37.04,101.59,52.49,80.28,33.61,68.22,59.28,56.3,16.87,33.61,75.25,55.79,16.62,35.96,66.21,4.68,77.2,79.74,75.28,61.78,80.65,77.05,54.56,31.22,36.19,24.08,60.57,25.03,32.74,47.52
2021-11-01,85.29625,8482750000000000.0,50.46,111.15,97.77,29.43,28.14,88.24,41.95,18.26,291.46,97.32,44.65,114.98,76.35,93.25,38.82,88.24,74.19,58.5,17.12,38.82,89.59,90.78,23.13,82.54,86.01,4.81,96.37,87.89,77.0,82.25,78.03,131.76,60.31,52.49,42.97,17.04,83.22,30.52,34.22,59.08
2021-11-02,86.295,8587206000000000.0,41.17,98.31,47.25,28.74,26.93,80.33,32.68,16.41,280.4,76.1,41.93,108.04,57.02,80.92,34.27,80.33,75.4,70.69,16.77,34.27,82.38,85.55,22.59,69.35,90.21,4.83,87.98,82.03,75.5,79.26,83.12,112.56,55.25,52.37,44.52,6.09,73.73,33.46,32.83,54.63
2021-11-03,91.7375,9056260000000000.0,48.07,118.56,61.55,28.05,27.15,86.52,36.27,17.14,254.41,95.15,51.05,118.65,66.69,92.06,34.55,86.52,115.5,59.73,14.4,34.55,86.32,86.82,31.18,76.6,86.44,4.86,101.78,88.39,77.39,86.94,66.45,105.42,57.88,54.18,46.58,8.32,75.43,35.58,34.99,58.25
2021-11-04,179.56041666666667,8843610000000000.0,40.85,129.68,59.0,27.68,14.63,71.85,35.71,20.14,196.59,67.34,40.76,113.05,73.21,79.99,32.73,71.85,90.1,47.56,12.08,32.73,68.36,44.73,32.62,34.27,97.02,4.81,76.16,91.26,88.21,74.82,79.32,80.77,55.64,30.87,42.27,3.81,59.79,31.5,32.94,50.41
2021-11-05,107.64458333333334,8439748000000000.0,35.98,130.48,46.03,26.9,12.13,72.45,43.2,19.9,161.83,68.63,36.46,113.59,75.53,68.03,29.93,72.45,61.5,23.17,10.61,29.93,63.68,49.9,23.58,26.32,87.98,4.82,58.0,82.74,91.93,56.0,64.36,73.87,52.39,31.46,35.09,1.87,63.7,25.23,29.44,46.53
2021-11-06,40.54125,5760180000000000.0,32.54,131.11,41.33,27.91,12.83,67.08,50.57,22.38,179.24,58.21,43.16,105.17,70.04,87.08,33.59,67.08,65.76,66.14,13.05,33.59,76.74,53.15,25.14,26.36,92.15,4.85,84.76,89.11,88.75,62.44,85.65,70.83,72.5,29.12,44.44,3.18,66.21,30.25,34.54,48.48
2021-11-07,77.02519999999998,6939158000000000.0,44.05,130.01,38.86,30.46,15.76,70.66,25.01,21.74,187.16,73.39,42.05,111.26,75.03,85.23,34.07,70.66,60.82,68.22,12.87,34.07,76.69,61.35,23.6,34.02,80.73,4.84,91.46,91.6,83.48,67.74,75.88,82.45,63.58,31.14,44.86,4.09,69.6,27.97,34.15,56.0
2021-11-08,92.69291666666663,6406430000000000.0,50.75,151.61,46.74,36.83,20.45,75.4,25.27,23.69,192.75,81.6,48.34,121.53,68.2,103.12,38.09,75.4,67.94,52.98,14.44,38.09,80.01,71.38,26.69,41.52,94.47,4.85,96.97,108.47,96.49,78.13,87.49,91.89,80.19,36.41,47.27,5.67,75.38,34.73,37.62,60.21
2021-11-09,118.52666666666666,8815514000000000.0,63.46,141.3,51.27,30.45,21.57,90.47,41.8,23.82,120.06,87.7,46.61,121.13,72.06,103.24,39.28,90.47,69.72,84.06,15.39,39.28,85.54,65.02,26.89,51.6,96.72,4.87,94.98,137.07,95.9,77.86,84.88,95.85,76.51,38.61,47.46,5.69,69.31,36.71,36.17,62.91
2021-11-10,126.53791666666667,7727140000000000.0,54.21,161.35,77.85,33.08,27.56,108.8,21.02,25.18,50.38,121.53,52.01,143.07,91.99,114.54,41.43,108.8,76.38,67.99,17.46,41.43,91.46,77.99,29.64,55.25,106.97,4.87,88.68,219.36,109.99,82.0,95.25,103.78,82.49,44.4,52.47,5.84,72.63,37.18,41.31,63.21
2021-11-11,115.49958333333336,1.26e+16,150.17,173.67,116.64,39.05,26.2,126.08,21.42,24.0,90.49,150.17,48.82,177.43,125.55,145.84,39.31,126.08,108.87,14.92,14.92,39.31,91.88,92.82,24.39,64.41,141.7,4.74,87.37,209.44,120.52,78.59,85.71,127.81,84.43,53.49,45.95,7.34,102.06,37.66,47.76,73.47
2021-11-12,95.89291666666666,1.12235e+16,73.67,160.41,101.36,40.53,28.31,110.21,40.15,25.41,111.35,101.76,46.38,153.35,123.94,130.62,40.36,110.21,131.1,65.61,14.43,40.36,83.24,81.53,20.27,66.8,133.7,4.79,63.17,149.07,121.74,83.19,90.31,128.3,80.3,44.65,45.93,14.09,74.9,39.61,42.73,70.38
2021-11-13,74.87124999999999,1.03e+16,54.49,147.17,99.68,38.32,20.76,102.48,21.42,24.41,110.32,22.52,47.12,131.64,116.38,124.23,42.41,102.48,115.44,66.04,14.21,42.41,90.51,73.85,18.44,61.54,117.57,4.79,52.83,106.2,97.31,73.96,89.95,105.82,78.72,37.95,44.63,13.29,67.85,37.84,41.86,64.11
2021-11-14,99.79875,7640098000000000.0,55.81,136.77,101.07,33.67,23.99,98.26,21.43,21.78,100.83,13.21,45.02,126.78,129.28,116.53,50.35,98.26,113.08,50.03,13.57,50.35,88.68,67.46,17.69,60.62,93.56,4.82,48.24,101.99,90.76,73.12,88.23,106.73,73.56,42.9,44.01,13.8,61.88,33.27,38.98,64.56
