date,open_NO2,sate_NO2,"Alipur, Delhi - DPCC","Anand Vihar, Delhi - DPCC","Ashok Vihar, Delhi - DPCC","Aya Nagar, Delhi - IMD","Bawana, Delhi - DPCC","Burari Crossing, Delhi - IMD","Chandni Chowk, Delhi - IITM","CRRI Mathura Road, Delhi - IMD",Dr,"DTU, Delhi - CPCB","Dwarka-Sector 8, Delhi - DPCC ","East Arjun Nagar, Delhi - CPCB","IGI Airport (T3), Delhi - IMD","IHBAS, Dilshad Garden, Delhi - CPCB","ITO, Delhi - CPCB","Jahangirpuri, Delhi - DPCC","Jawaharlal Nehru Stadium, Delhi - DPCC","Lodhi Road, Delhi - IITM","Lodhi Road, Delhi - IMD","Major Dhyan Chand National Stadium, Delhi - DPCC","Mandir Marg, Delhi - DPCC","Mundka, Delhi - DPCC","Najafgarh, Delhi - DPCC","Narela, Delhi - DPCC","Nehru Nagar, Delhi - DPCC","North Campus, DU, Delhi - IMD","NSIT Dwarka, Delhi - CPCB","Okhla Phase-2, Delhi - DPCC","Patparganj, Delhi - DPCC","Punjabi Bagh, Delhi - DPCC","Pusa, Delhi - DPCC","Pusa, Delhi - IMD","R K Puram, Delhi - DPCC","Rohini, Delhi - DPCC","Shadipur, Delhi - CPCB","Sirifort, Delhi - CPCB","Sonia Vihar, Delhi - DPCC","Sri Aurobindo Marg, Delhi - DPCC","Vivek Vihar, Delhi - DPCC","Wazirpur, Delhi - DPCC"
2021-04-13,39.76750000000001,9388056000000000.0,40.26,104.9,64.32,12.05,15.62,54.73,27.34,25.45,59.8,74.66,27.52,76.51,27.52,78.75,40.22,54.73,70.48,28.06,20.62,40.22,70.39,43.64,13.9,46.96,72.11,41.94,41.2,68.56,41.16,62.31,73.81,73.81,55.94,28.12,63.12,29.01,49.14,30.99,14.26,51.62
2021-04-14,46.51416666666668,6645880000000000.0,31.13,86.65,52.3,11.62,10.38,49.97,23.37,28.85,37.83,56.01,22.82,65.14,22.82,60.41,30.54,49.97,50.25,22.69,18.33,30.54,71.3,38.51,13.42,35.05,68.77,36.26,37.14,62.53,35.12,52.55,67.69,67.69,47.17,20.0,52.05,30.97,43.29,26.92,12.57,47.23
2021-04-15,71.78333333333335,7627460000000000.0,32.05,100.9,59.96,11.24,15.47,52.43,24.58,38.94,51.17,60.28,25.08,72.75,25.08,83.34,39.7,52.43,58.97,57.33,20.08,39.7,65.75,39.91,13.28,43.46,67.47,36.87,38.92,65.91,41.91,58.56,72.59,72.59,57.15,25.74,53.0,27.57,52.43,27.55,14.03,46.52
2021-04-16,52.25874999999999,7829220000000000.0,33.52,73.09,50.24,10.7,12.78,47.86,40.93,42.31,38.23,71.69,23.33,58.06,23.33,58.75,32.64,47.86,52.16,47.34,18.8,32.64,69.64,41.01,13.51,45.0,68.1,36.79,35.41,58.39,31.75,53.97,64.17,64.17,44.27,23.82,50.41,24.06,43.8,29.23,19.44,41.52
2021-04-17,53.60458333333333,8073600000000000.0,21.26,44.54,36.15,9.17,7.55,31.26,15.44,32.56,26.08,42.83,14.07,42.09,14.07,35.05,15.44,31.26,31.55,26.62,14.58,14.58,64.28,22.76,21.03,18.01,33.54,34.66,21.03,44.64,22.95,30.84,40.55,40.55,30.84,12.26,28.26,20.86,26.97,16.52,21.38,31.8
2021-04-18,49.830000000000005,8330780000000000.0,21.96,48.53,36.35,8.85,7.55,37.83,20.67,34.28,29.59,49.58,19.46,47.44,19.46,46.17,24.91,37.83,36.59,28.3,15.73,24.91,67.42,28.17,11.37,29.45,46.29,35.64,25.38,49.37,24.34,44.7,45.92,45.92,38.19,16.34,36.12,20.7,30.96,17.85,23.75,34.71
2021-04-19,46.87166666666667,8884580000000000.0,32.05,58.57,54.76,12.64,14.61,51.86,27.08,169.33,59.16,54.65,26.22,57.61,26.22,52.53,35.28,51.86,54.68,49.4,17.23,35.28,72.6,32.73,12.11,43.87,59.53,39.76,36.4,68.34,49.31,62.16,68.98,24.64,52.48,26.56,55.56,26.34,40.95,25.11,26.31,40.73
2021-04-20,33.252916666666664,7594054000000000.0,24.46,47.99,35.54,9.44,8.32,34.13,33.44,178.1,35.88,45.32,15.84,41.77,15.84,41.48,25.5,34.13,41.38,37.99,15.69,25.5,73.5,27.85,11.8,25.54,46.93,34.13,24.19,44.54,23.42,42.05,36.94,17.26,43.49,12.86,34.03,32.47,30.63,26.52,21.71,29.94
2021-04-21,57.923750000000005,7208600000000000.0,16.12,55.84,25.59,6.54,4.55,22.32,9.66,178.1,18.62,31.87,9.63,39.03,9.63,24.42,14.01,22.32,23.93,22.34,12.52,14.01,66.4,16.46,9.6,11.53,20.74,31.92,19.33,35.21,22.97,23.44,34.92,11.98,21.95,6.13,20.14,15.14,20.18,11.61,15.59,23.23
2021-04-22,35.565833333333345,6356708000000000.0,21.45,48.62,29.76,6.78,6.37,29.31,10.99,178.1,15.93,40.15,12.67,35.56,12.67,27.17,16.33,29.31,28.88,12.73,12.73,16.33,72.16,20.63,10.55,26.89,21.6,32.67,19.74,29.42,15.57,36.75,26.92,14.06,26.95,10.05,23.54,14.53,23.25,17.22,14.46,22.99
2021-04-23,36.14416666666667,7107680000000000.0,16.96,48.27,27.61,6.86,5.58,25.49,14.03,178.1,18.59,40.0,11.4,35.94,11.4,33.74,15.68,25.49,25.42,12.57,12.57,15.68,69.79,19.44,10.13,17.41,23.28,32.2,19.21,29.69,13.16,32.33,22.32,14.11,25.03,8.86,24.58,13.09,20.81,17.88,15.59,21.6
2021-04-24,23.35875,6369868000000000.0,23.39,58.84,36.22,7.91,7.92,37.42,18.12,178.1,28.1,41.59,12.69,40.7,12.69,94.1,18.68,37.42,29.31,13.15,13.15,18.68,64.88,19.42,9.89,25.4,27.47,33.02,23.98,41.69,15.06,37.39,41.64,15.05,31.02,16.28,36.97,14.73,21.98,14.47,16.61,28.88
2021-04-25,50.45583333333333,8127810000000000.0,28.34,82.39,47.53,9.45,12.16,42.38,23.68,178.1,37.55,48.65,19.94,60.08,19.94,8.03,30.47,42.38,42.79,15.43,15.43,30.47,69.34,25.3,11.25,34.11,46.03,35.55,33.28,50.43,25.04,45.85,41.27,19.91,44.92,18.58,41.35,23.16,34.51,22.54,22.13,34.12
2021-04-26,88.46625,9394940000000000.0,47.1,112.86,66.39,11.08,18.18,63.41,28.39,178.1,35.3,73.25,27.06,88.71,27.06,9.64,43.89,63.41,62.4,47.68,17.5,43.89,72.73,39.75,13.44,48.77,60.78,41.17,42.64,61.46,37.89,59.1,64.98,28.17,56.06,33.31,56.53,24.11,58.6,26.4,29.63,44.86
2021-04-27,77.075,9902310000000000.0,51.27,111.89,71.95,14.38,19.25,67.37,26.08,178.1,56.66,77.02,30.09,81.27,30.09,9.87,45.22,67.37,73.84,43.54,17.72,45.22,78.95,38.76,15.12,59.52,71.34,48.22,45.61,71.84,35.99,63.24,68.75,31.91,61.56,35.25,62.99,28.33,65.96,27.34,32.56,47.02
2021-04-28,69.20916666666666,9126780000000000.0,44.29,98.91,64.29,14.55,18.95,57.71,22.74,178.1,52.92,80.54,25.12,80.81,25.12,11.04,36.94,57.71,67.79,48.17,17.08,36.94,72.11,42.99,14.58,52.47,75.59,41.11,40.86,69.35,36.22,62.87,69.82,27.01,58.0,32.19,60.36,26.41,57.49,31.38,33.08,46.76
2021-04-29,58.21750000000001,7220166000000000.0,33.03,94.45,47.31,11.79,12.75,44.29,22.83,178.1,43.75,58.3,20.33,59.09,20.33,10.87,29.18,44.29,56.65,38.46,15.61,29.18,68.59,36.61,13.63,40.19,65.87,35.21,33.92,53.54,25.58,54.58,54.89,21.05,47.42,20.78,46.4,20.27,41.02,28.21,26.82,37.13
2021-04-30,70.15208333333334,8318520000000000.0,28.06,84.93,46.27,10.0,11.65,43.55,23.28,178.1,42.96,55.06,22.67,56.23,22.67,10.92,32.62,43.55,55.6,41.35,16.23,32.62,74.65,34.85,13.6,33.55,61.89,35.47,32.9,53.52,24.59,50.6,45.35,24.57,54.58,20.94,48.36,25.48,37.21,29.65,26.18,36.79
2021-05-01,48.19625000000001,6638450000000000.0,23.74,76.14,36.85,6.89,8.63,32.85,71.35,178.1,19.45,46.08,13.43,43.58,13.43,11.1,21.17,32.85,31.53,27.61,13.49,21.17,71.35,27.23,12.74,32.6,34.1,33.98,23.7,34.12,14.62,37.05,36.2,36.2,30.09,14.68,26.52,15.65,28.96,17.23,22.12,30.21
2021-05-02,53.92041666666668,5758960000000000.0,26.82,72.17,40.52,7.69,9.22,38.22,12.36,178.1,21.44,47.95,14.72,49.51,14.72,11.25,22.42,38.22,39.8,29.43,14.17,22.42,69.59,27.49,13.29,30.72,46.03,34.08,25.55,46.99,18.63,33.78,45.32,45.32,30.66,17.12,35.1,18.05,38.41,19.33,23.34,31.5
2021-05-03,50.68833333333336,7164560000000000.0,22.98,70.84,34.29,6.93,8.06,34.43,15.97,178.1,26.12,39.74,12.56,45.85,12.56,11.01,21.63,34.43,35.74,14.28,14.28,21.63,64.5,20.76,11.79,25.66,42.75,48.38,23.54,41.98,22.16,31.66,37.81,37.81,31.31,14.19,29.43,14.35,29.99,15.4,21.41,27.33
2021-05-04,45.02583333333334,8378868000000000.0,18.82,70.34,34.05,7.2,8.46,32.17,21.62,178.1,19.2,41.41,14.22,48.83,14.22,11.4,22.66,32.17,36.69,106.14,14.36,22.66,64.63,24.34,12.76,29.38,48.66,85.93,23.83,41.49,23.36,31.88,48.11,48.11,30.29,14.34,29.01,18.09,35.02,18.97,21.32,25.04
2021-05-05,46.91791666666668,9640000000000000.0,17.02,52.94,27.58,6.7,5.45,26.86,22.86,178.1,17.4,38.87,9.7,35.15,9.7,11.65,14.84,26.86,26.99,11.28,13.28,14.84,68.2,20.22,11.57,23.15,29.69,102.44,20.09,25.22,16.03,34.5,24.19,24.19,25.79,11.7,20.87,13.05,20.75,18.13,16.51,20.57
2021-05-06,54.17333333333334,6648530000000000.0,18.1,37.8,23.87,6.31,5.37,23.29,19.59,178.1,15.03,36.33,6.61,35.13,6.61,14.9,13.04,23.29,25.13,12.06,12.88,13.04,62.63,17.03,9.71,24.14,25.27,103.42,17.37,22.31,7.77,27.18,19.34,19.34,19.68,9.51,24.05,11.42,17.91,14.74,13.2,17.33
2021-05-07,109.10208333333333,7231480000000000.0,27.79,40.44,36.6,8.27,6.82,31.14,32.15,178.1,31.54,42.37,12.14,40.44,12.14,20.94,21.97,31.14,26.77,10.89,14.8,21.97,64.26,19.84,11.1,29.43,42.86,80.37,19.73,30.1,12.7,39.34,31.3,31.3,41.41,21.53,34.16,18.88,80.37,22.07,17.74,24.09
2021-05-08,34.46625000000001,1.5127594e+16,29.4,47.28,42.1,8.43,9.65,40.66,21.69,178.1,27.7,56.43,17.31,47.28,17.31,20.92,23.87,40.66,15.43,15.43,15.43,23.87,69.59,23.22,12.08,45.71,46.06,94.44,22.93,44.92,18.02,49.33,45.96,45.96,39.91,22.09,44.5,21.69,2.87,22.37,21.11,27.46
2021-05-09,52.748333333333335,7301670000000000.0,21.47,35.86,28.58,6.09,10.11,29.37,21.43,178.1,15.36,42.85,9.82,37.49,9.82,20.85,16.1,29.37,12.47,12.47,12.47,16.1,76.54,18.33,10.69,22.4,32.77,109.05,19.07,30.33,10.65,28.79,35.31,35.31,19.69,14.64,20.96,13.03,2.95,15.72,15.05,20.37
2021-05-10,42.37791666666666,7053930000000000.0,25.52,29.3,34.24,8.82,15.53,43.72,23.07,178.1,19.17,58.1,11.05,42.61,11.05,20.69,24.39,43.72,44.91,37.69,13.75,24.39,76.3,23.15,11.16,41.45,54.72,94.84,22.13,34.86,14.54,40.15,31.27,31.27,31.02,25.88,30.7,15.92,2.93,23.43,16.72,26.0
2021-05-11,57.07083333333333,9355250000000000.0,24.88,24.55,24.62,6.06,8.41,25.27,20.85,178.1,15.96,44.78,6.84,36.11,6.84,20.87,16.76,25.27,42.33,9.59,12.36,16.76,72.99,17.75,11.38,25.62,32.91,102.0,16.35,25.63,10.28,25.95,30.92,30.92,16.99,11.96,22.38,10.6,3.02,12.84,13.26,17.98
2021-05-12,63.49791666666667,6602460000000000.0,17.6,24.95,28.22,5.97,6.26,25.05,26.42,178.1,15.08,40.29,8.28,35.79,8.28,20.54,15.32,25.05,35.09,11.58,12.18,15.32,72.38,19.68,12.4,26.05,27.59,113.36,17.49,26.76,10.27,28.66,26.67,26.67,24.34,10.17,27.91,11.3,2.95,13.75,0.51,18.92
2021-05-13,82.53999999999999,9062480000000000.0,16.14,26.09,24.79,6.34,4.49,24.22,24.92,178.1,13.45,35.88,8.4,34.88,8.4,20.71,15.69,24.22,33.59,20.49,12.44,15.69,73.34,17.46,11.25,16.08,24.66,95.68,18.84,19.32,8.9,32.26,19.25,19.25,22.56,9.45,26.67,10.01,3.01,18.03,0.71,17.69
2021-05-14,60.80583333333333,7815320000000000.0,24.43,23.83,24.12,5.92,6.71,26.5,24.58,178.1,13.68,41.78,8.43,34.21,8.43,21.3,15.13,26.5,33.34,16.14,11.7,15.13,73.1,18.86,11.99,22.5,25.24,91.75,17.49,19.19,8.98,30.78,20.52,20.52,20.17,12.53,22.98,10.36,3.0,17.97,1.18,17.61
2021-05-15,106.61708333333335,6598398000000000.0,26.24,30.22,26.48,7.93,7.56,30.43,73.81,178.1,24.4,41.5,11.42,41.28,11.42,53.4,19.31,30.43,34.22,85.35,12.87,19.31,73.81,20.87,12.04,26.19,40.77,99.1,19.01,27.31,13.37,34.21,24.05,24.05,32.41,13.34,33.82,16.18,13.06,20.51,1.93,22.22
2021-05-16,54.74333333333333,7275170000000000.0,24.89,43.26,36.54,9.27,8.95,38.44,41.09,178.1,31.79,51.09,16.73,51.6,16.73,54.47,27.98,38.44,35.81,14.44,14.44,27.98,77.21,26.69,13.81,31.95,57.53,103.6,24.46,40.23,19.12,0.41,29.53,29.53,49.48,19.95,43.57,21.02,44.06,26.0,4.04,26.24
2021-05-17,98.27791666666666,4773302000000000.0,44.05,49.84,52.12,10.47,14.23,68.57,29.37,178.1,30.25,77.57,24.4,76.4,24.4,65.73,43.59,68.57,69.86,16.02,16.02,43.59,92.28,33.78,16.36,56.16,76.99,112.03,32.35,46.51,29.82,0.4,79.49,79.49,54.32,36.01,61.45,29.73,105.56,38.04,6.34,34.54
2021-05-18,54.185833333333335,7956312000000000.0,20.97,22.22,25.31,5.25,4.8,26.8,13.77,178.1,8.54,39.29,13.17,41.82,13.17,46.35,15.09,26.8,77.72,11.57,11.57,15.09,74.11,19.33,13.09,27.13,30.18,95.83,17.75,19.15,10.96,0.22,32.58,32.58,19.4,9.41,23.1,11.26,38.3,16.64,5.09,16.23
2021-05-19,36.92208333333333,7803460000000000.0,13.79,20.27,21.01,5.44,4.13,19.04,19.1,178.1,16.44,29.65,11.57,39.51,11.57,32.46,14.64,19.04,80.34,10.59,10.59,14.64,62.5,16.2,9.88,12.68,34.97,65.03,13.63,14.99,8.96,13.7,17.78,17.78,24.95,5.47,20.59,11.44,24.34,16.82,6.62,13.85
2021-05-20,62.5975,7927670000000000.0,14.37,20.14,21.42,5.75,2.59,22.11,16.41,178.1,28.72,27.87,13.19,35.11,13.19,28.91,13.93,22.11,87.21,11.19,11.19,13.93,51.95,16.28,9.08,11.94,44.92,51.59,16.02,18.82,9.42,8.64,26.8,26.8,12.77,7.57,19.53,11.67,21.42,13.52,9.15,16.5
2021-05-21,83.35541666666667,6892300000000000.0,17.14,20.58,30.24,6.2,6.09,28.32,14.67,178.1,25.63,48.59,12.52,45.57,12.52,27.61,18.46,28.32,93.97,12.05,12.05,18.46,61.37,20.2,11.56,18.89,38.44,45.97,15.62,17.66,15.48,11.08,32.65,32.65,30.43,11.63,22.45,15.54,42.78,17.84,10.08,17.39
2021-05-22,120.37583333333336,5895470000000000.0,18.01,31.8,27.32,7.34,5.31,27.88,13.44,178.1,33.63,37.99,15.68,49.24,15.68,15.53,18.73,27.88,87.46,12.71,12.71,18.73,62.51,20.5,10.48,16.49,44.42,48.65,19.33,21.26,15.35,9.24,32.3,32.3,27.25,13.5,27.45,16.2,31.47,15.26,4.1,15.34
2021-05-23,43.52625,6653240000000000.0,18.37,25.57,26.57,6.76,3.28,26.86,14.08,178.1,35.19,35.79,12.51,47.32,12.51,85.28,16.25,26.86,79.38,8.09,8.09,16.25,63.12,31.81,11.62,11.92,28.87,64.92,16.57,23.14,17.49,7.99,34.07,34.07,23.15,6.73,23.63,17.27,22.25,11.84,10.09,14.68
2021-05-24,37.59708333333332,7556784000000000.0,17.67,24.59,35.23,7.09,5.06,32.0,14.21,178.1,46.36,34.39,16.59,50.21,16.59,31.75,17.09,32.0,76.88,28.49,7.11,17.09,65.18,13.24,12.03,14.11,32.43,62.78,21.2,29.27,19.2,9.44,45.41,45.41,26.93,7.78,28.17,19.95,17.67,12.36,10.79,18.87
2021-05-25,60.74083333333334,8578570000000000.0,23.05,30.99,35.77,7.24,7.82,39.73,20.2,178.1,45.04,42.21,20.18,54.16,20.18,34.82,24.58,39.73,79.26,29.81,6.89,24.58,70.66,15.79,10.11,19.69,46.72,80.36,25.91,39.3,31.29,11.51,46.72,46.72,35.9,12.12,38.11,24.65,27.59,18.4,15.11,23.02
2021-05-26,148.8158333333333,7230840000000000.0,30.55,53.8,44.76,9.92,10.92,50.8,25.23,178.1,68.04,50.38,28.59,67.26,28.59,29.71,35.66,50.8,90.18,30.83,90.18,35.66,73.29,25.38,12.29,41.63,54.56,96.16,32.04,48.43,32.61,14.06,49.74,49.74,44.38,20.32,49.56,25.29,43.1,22.55,18.0,25.63
2021-05-27,112.4575,8859400000000000.0,23.01,45.22,40.37,8.78,9.71,45.82,24.04,178.1,53.97,64.92,25.35,54.21,25.35,21.8,37.41,45.82,88.92,33.51,88.92,37.41,73.42,26.35,12.95,34.13,67.18,108.06,28.85,35.35,26.96,13.62,42.71,42.71,48.15,23.8,35.57,23.63,38.98,27.07,44.29,16.38
2021-05-28,38.54958333333333,7023140000000000.0,14.72,21.29,24.11,6.04,4.99,21.78,8.55,178.1,30.05,37.42,13.56,32.27,13.56,16.55,13.05,21.78,68.84,22.3,68.84,13.05,69.07,13.51,12.1,32.52,28.54,115.03,17.35,16.14,14.2,8.2,21.09,21.09,17.84,9.98,12.07,16.35,19.22,15.91,11.47,15.43
2021-05-29,20.021666666666665,8728910000000000.0,13.74,17.36,19.57,5.18,2.82,16.09,14.78,178.1,26.02,30.89,10.06,29.12,10.06,14.28,8.97,16.09,70.01,19.19,70.01,8.97,64.8,9.48,11.16,31.39,18.32,117.05,13.75,12.61,11.6,6.52,16.69,16.69,14.29,5.9,9.11,11.56,14.89,10.73,12.63,10.48
2021-05-30,42.88416666666668,7836620000000000.0,14.27,25.47,18.14,5.76,2.84,21.26,8.72,178.1,30.62,32.34,10.88,37.86,10.88,16.34,13.67,21.26,73.79,20.96,73.79,13.67,64.8,10.03,10.72,24.56,24.7,114.84,14.21,14.85,18.12,6.71,21.12,21.12,24.19,8.07,13.94,13.88,19.67,13.81,13.78,11.83
2021-05-31,84.77458333333334,6997860000000000.0,21.87,43.05,36.05,8.81,11.15,43.45,19.78,178.1,47.26,64.13,23.33,59.71,23.33,22.53,33.03,43.45,88.28,29.81,88.28,33.03,68.56,24.86,13.19,39.41,56.44,119.6,23.36,33.06,32.57,13.18,48.94,48.94,46.98,25.93,34.04,24.39,45.02,23.48,29.26,20.16
2021-06-01,97.74875000000002,7695670000000000.0,14.32,32.21,26.31,8.86,5.5,23.25,31.03,178.1,46.82,30.79,16.89,40.76,16.89,16.41,22.0,23.25,76.57,26.6,76.57,22.0,68.42,15.1,11.39,21.06,45.47,85.0,18.63,22.2,12.61,10.4,13.99,13.99,43.41,8.74,22.25,18.7,18.33,15.68,19.81,16.92
2021-06-02,128.12250000000003,8865500000000000.0,19.41,36.75,29.39,8.56,7.89,31.87,34.56,178.1,48.79,39.91,20.8,51.24,20.8,32.98,23.99,31.87,84.87,25.01,84.87,23.99,67.62,17.49,13.82,28.69,55.09,39.88,23.29,29.79,19.24,10.78,53.08,53.08,46.63,12.18,34.12,19.77,25.67,15.37,21.12,21.16
2021-06-03,107.00125,8958660000000000.0,16.95,44.6,37.37,9.97,6.95,36.82,46.78,178.1,52.32,39.25,18.52,51.86,18.52,50.27,28.46,36.82,94.55,26.16,94.55,28.46,69.92,18.3,12.57,30.97,58.18,49.11,20.13,25.46,20.6,13.14,33.54,33.54,57.04,12.48,34.59,21.54,26.67,21.25,25.11,24.64
2021-06-04,164.43791666666667,1.03e+16,14.11,38.11,31.38,7.7,6.07,30.22,19.36,178.1,47.99,43.35,17.43,49.18,17.43,36.74,24.27,30.22,85.75,24.87,85.75,24.27,67.8,19.74,12.43,25.2,58.12,63.77,20.48,18.27,20.79,13.51,33.0,33.0,53.45,13.49,37.77,19.26,25.49,16.23,21.6,23.25
2021-06-05,48.00208333333333,8932420000000000.0,22.24,37.67,24.48,7.91,8.12,32.03,18.04,178.1,40.47,49.1,18.56,45.41,18.56,38.69,23.81,32.03,91.41,26.96,91.41,23.81,65.5,20.81,17.07,43.19,51.15,43.81,20.2,24.29,21.73,11.55,31.88,31.88,52.28,18.76,39.44,17.72,37.51,18.97,19.99,21.24
2021-06-06,65.38583333333334,9739930000000000.0,18.48,54.83,31.1,8.15,5.58,34.12,26.18,178.1,51.26,41.7,19.63,50.65,19.63,39.64,27.22,34.12,93.78,93.89,93.78,27.22,62.76,18.62,17.21,37.45,54.57,32.91,17.59,29.63,24.42,10.1,39.42,39.42,54.65,18.13,43.58,21.72,33.88,18.07,20.07,23.13
2021-06-07,57.32125,6311100000000000.0,22.01,55.48,33.22,8.78,9.63,43.6,48.44,178.1,62.56,49.94,24.31,55.9,24.31,34.04,32.95,43.6,100.96,99.36,100.96,32.95,64.54,25.99,16.07,36.42,62.92,32.85,28.51,37.07,28.75,14.78,52.34,52.34,53.95,20.95,45.38,16.04,35.07,19.3,25.1,27.91
2021-06-08,29.84958333333333,6163950000000000.0,37.77,41.72,34.79,8.65,9.04,34.75,21.6,178.1,45.63,47.65,19.22,72.15,19.22,36.37,26.78,34.75,85.34,28.47,14.8,26.78,60.38,24.09,16.87,29.46,52.06,32.48,22.89,30.81,33.86,11.01,45.28,45.28,39.79,15.82,48.64,14.83,37.59,14.83,23.9,25.66
2021-06-09,55.82541666666668,7609074000000000.0,30.3,33.91,24.85,7.0,7.06,30.05,16.05,23.94,34.18,42.75,17.65,41.26,17.65,25.93,20.33,30.05,71.06,104.56,13.67,20.33,57.77,16.22,17.9,23.14,39.99,31.9,19.12,23.94,20.41,9.28,36.04,36.04,30.13,13.36,31.87,11.33,21.24,11.33,20.37,21.91
2021-06-10,35.60166666666667,6738650000000000.0,25.37,22.02,21.74,5.44,4.88,22.96,16.15,14.98,29.99,41.92,13.81,37.06,13.81,29.15,12.2,22.96,80.43,91.98,12.53,12.2,64.62,14.57,18.77,39.25,37.4,31.55,14.46,14.98,10.38,10.58,16.51,12.46,19.98,12.27,21.35,15.25,20.96,15.25,18.63,18.84
2021-06-11,49.11124999999999,8128702000000000.0,23.38,31.04,27.77,5.84,5.86,31.07,28.26,23.18,40.09,52.56,17.29,44.19,17.29,21.08,16.91,31.07,94.33,24.62,13.84,16.91,66.88,17.87,16.59,32.96,50.95,31.24,19.33,23.18,12.93,11.48,24.56,15.24,26.83,14.62,17.06,18.35,23.54,18.35,21.95,19.89
2021-06-12,23.155833333333337,6262870000000000.0,25.37,25.04,23.02,4.9,3.7,23.02,11.3,19.73,32.15,85.93,12.07,37.54,12.07,14.62,12.83,23.02,102.92,81.5,12.61,12.83,60.91,11.76,12.37,29.7,37.8,31.38,14.86,19.73,11.19,9.72,15.98,11.66,18.96,11.69,16.54,13.89,20.75,13.89,20.74,15.96
2021-06-13,29.511250000000004,7407590000000000.0,28.71,32.73,30.08,5.41,7.51,24.84,14.82,36.19,48.33,69.08,17.49,39.72,17.49,18.89,13.1,24.84,102.28,74.45,13.91,13.1,61.83,13.07,13.11,25.76,42.25,31.38,18.54,25.77,14.6,10.3,39.81,17.56,27.99,12.86,25.91,13.55,18.48,13.55,22.28,18.9
2021-06-14,44.04083333333333,1.1e+16,27.57,32.51,26.38,5.44,4.87,23.72,17.19,20.63,39.27,66.48,18.87,33.85,18.87,19.9,26.83,23.72,86.51,44.61,14.09,26.83,60.84,13.62,13.87,23.55,42.69,31.98,22.53,22.7,11.36,10.14,32.0,15.82,30.06,11.04,24.28,14.96,17.68,14.96,22.47,18.18
2021-06-15,53.994166666666665,8583760000000000.0,26.23,28.64,22.84,4.7,3.64,19.23,23.51,20.86,35.62,65.44,12.49,34.65,12.49,13.85,14.51,19.23,81.97,20.9,13.0,14.51,56.99,14.13,13.24,28.99,39.5,31.24,14.85,23.22,11.76,8.37,31.94,12.35,17.56,8.5,19.83,8.7,17.63,8.7,15.6,15.43
2021-06-16,66.58999999999999,7262790000000000.0,25.83,30.51,27.11,6.01,4.88,23.44,28.68,21.03,39.97,51.18,16.07,37.83,16.07,14.98,18.71,23.44,78.04,25.27,14.28,18.71,62.57,13.7,15.17,25.25,44.73,31.01,18.53,24.78,13.99,12.78,27.59,16.99,30.9,9.16,35.29,22.98,20.44,22.98,15.8,20.01
2021-06-17,47.90916666666666,6961710000000000.0,24.75,27.93,25.84,6.14,4.26,23.3,22.83,20.69,35.84,43.13,14.68,35.07,14.68,21.25,19.6,23.3,78.26,78.82,10.61,19.6,61.89,13.06,16.54,26.49,41.11,32.13,18.69,23.4,14.26,32.19,24.22,14.99,28.26,10.79,25.62,23.1,19.13,23.1,16.03,20.01
2021-06-18,47.63833333333333,8194698000000000.0,23.16,24.47,20.66,4.88,3.44,19.02,8.88,20.93,30.88,43.56,11.08,30.49,11.08,19.33,13.46,19.02,70.36,19.94,8.67,13.46,58.06,12.97,11.22,19.9,32.41,31.64,12.71,18.18,9.27,36.76,15.44,11.47,19.07,12.42,25.24,17.38,16.76,17.38,14.06,15.65
2021-06-19,36.24375,5396770000000000.0,19.58,19.6,19.89,4.76,1.85,15.14,8.93,20.71,37.03,48.51,10.23,28.89,10.23,19.65,12.59,15.14,68.36,8.68,8.68,12.59,51.58,6.48,6.33,13.12,28.18,31.72,12.66,16.67,8.69,30.2,17.95,10.71,20.38,9.61,17.54,15.41,11.39,15.41,14.17,14.41
2021-06-20,40.37041666666667,7020310000000000.0,19.28,13.75,18.22,4.7,3.9,11.71,8.55,21.08,33.39,44.46,9.48,27.48,9.48,15.43,9.87,11.71,65.83,8.68,8.68,9.87,54.17,6.98,6.26,9.82,23.68,31.74,11.54,13.03,8.14,29.2,12.45,10.4,18.82,8.24,9.89,15.85,9.98,15.85,13.22,13.78
2021-06-21,67.75958333333332,7720560000000000.0,23.15,34.72,23.28,5.42,7.74,20.48,27.87,21.22,41.92,44.71,13.57,36.73,13.57,22.39,17.1,20.48,74.9,24.35,8.68,17.1,54.37,13.55,7.65,24.02,45.64,32.84,16.47,21.3,12.39,38.61,23.41,15.08,30.41,15.52,6.37,24.27,19.82,24.27,15.69,16.72
2021-06-22,64.86208333333332,8389420000000000.0,30.24,41.34,31.3,6.41,10.1,29.66,20.91,30.83,58.87,38.19,20.01,44.5,20.01,21.33,21.11,29.66,74.18,97.71,8.68,21.11,56.36,16.31,6.51,36.41,61.77,32.57,20.76,40.26,17.4,58.91,49.07,17.84,39.05,14.55,7.0,21.15,27.22,21.15,18.91,22.91
2021-06-23,49.42416666666666,7726940000000000.0,30.93,47.63,40.64,12.83,11.25,34.74,23.03,25.44,53.14,50.92,21.33,47.71,21.33,40.72,27.55,34.74,81.89,57.03,8.69,27.55,61.16,20.89,9.15,37.83,73.09,31.75,25.56,43.39,25.34,59.14,48.0,27.39,42.5,18.88,10.46,30.08,32.33,30.08,23.36,29.0
