date,open_NO2,sate_NO2,"Bandra Kurla Complex, Mumbai - IITM","Bandra, Mumbai - MPCB","Borivali East, Mumbai - IITM","Borivali East, Mumbai - MPCB","Chakala-Andheri East, Mumbai - IITM",Chhatrapati Shivaji Intl,"Colaba, Mumbai - MPCB","Deonar, Mumbai - IITM","Kandivali East, Mumbai - MPCB","Khindipada-Bhandup West, Mumbai - IITM","Kurla, Mumbai - MPCB","Malad West, Mumbai - IITM","Mazgaon, Mumbai - IITM","Mulund West, Mumbai - MPCB","Navy Nagar-Colaba, Mumbai - IITM","Powai, Mumbai - MPCB","Siddharth Nagar-Worli, Mumbai - IITM","Sion, Mumbai - MPCB","Vasai West, Mumbai - MPCB","Vile Parle West, Mumbai - MPCB"
2021-08-10,37.55708333333334,3531070000000000.0,2.95,8.09,4.62,0.73,9.87,6.71,7.19,8.42,4.26,11.94,92.02,22.23,15.2,48.83,2.19,10.21,13.96,16.02,27.76,43.33
2021-08-11,32.5875,6552748000000000.0,3.45,8.13,3.84,0.83,10.65,7.57,7.48,4.66,7.77,1.11,30.45,6.63,7.08,50.51,1.89,8.62,13.87,14.9,28.33,32.94
2021-08-12,34.34583333333334,2564990000000000.0,5.35,8.11,4.0,0.85,11.43,20.63,6.61,4.79,7.83,2.14,26.75,6.45,15.42,64.0,2.2,11.38,13.81,25.55,26.05,22.32
2021-08-13,30.417500000000004,3628600000000000.0,4.89,8.09,15.2,0.78,9.47,25.44,7.22,8.36,7.91,1.83,28.48,6.14,12.45,63.11,0.73,8.44,13.7,19.36,28.26,20.54
2021-08-14,27.738750000000007,4284994000000000.0,3.06,8.07,14.86,0.83,9.97,25.68,6.6,5.79,9.44,11.79,35.45,6.75,6.09,89.65,1.36,9.65,13.4,17.48,29.64,9.34
2021-08-15,34.22916666666667,6478756000000000.0,3.1,8.1,14.3,0.65,11.3,31.76,6.44,3.85,9.01,1.92,23.06,8.74,9.04,71.44,0.87,17.93,13.77,33.85,28.78,7.57
2021-08-16,40.79875,7196240000000000.0,3.34,8.08,14.46,0.84,13.95,31.71,8.42,9.05,11.45,12.43,31.56,28.93,9.8,60.2,4.17,15.2,14.33,38.2,27.2,5.02
2021-08-17,40.27041666666666,4638950000000000.0,5.76,8.09,4.29,0.63,12.13,30.64,6.47,7.82,11.58,1.93,35.3,30.13,11.29,114.07,2.12,12.83,14.17,29.13,26.74,7.47
2021-08-18,32.54458333333333,7264430000000000.0,3.22,8.09,15.24,0.64,21.67,28.88,7.22,6.37,11.5,1.82,35.33,9.14,12.74,1.82,2.92,12.94,14.28,33.1,25.02,15.64
2021-08-19,33.75875,5239964000000000.0,3.01,8.09,15.98,1.74,12.86,33.43,7.53,7.13,11.45,2.29,26.68,29.89,27.63,2.29,0.5,13.24,14.07,21.24,24.56,16.84
2021-08-20,40.95666666666666,4229150000000000.0,3.13,8.09,15.84,1.08,14.13,33.59,7.37,8.29,14.69,1.0,31.66,9.17,10.33,1.0,1.93,14.49,13.74,7.99,26.73,16.75
2021-08-21,31.33166666666666,5513354000000000.0,5.58,8.11,15.8,0.8,14.33,32.19,6.83,5.49,15.51,11.87,35.59,23.11,9.91,11.87,6.83,10.2,13.75,7.07,30.55,13.81
2021-08-22,29.77500000000001,4992910000000000.0,51.08,8.13,15.81,0.62,14.11,28.57,5.46,4.82,13.42,2.05,51.08,30.98,10.3,2.05,5.46,11.81,14.13,6.41,30.3,16.55
2021-08-23,29.50375,3342250000000000.0,17.51,8.08,14.97,1.93,12.58,26.49,5.54,3.22,9.56,1.91,17.51,8.69,13.5,1.91,5.54,9.36,14.11,4.46,29.61,13.17
2021-08-24,36.20166666666666,3870168000000000.0,13.48,8.14,14.64,0.74,12.84,23.88,6.28,4.12,9.5,1.17,13.48,7.82,7.73,1.17,6.28,7.91,14.03,3.78,28.01,13.45
2021-08-25,32.95875000000001,3166370000000000.0,2.89,8.15,14.34,0.59,12.38,25.75,7.03,5.94,7.62,1.25,2.89,7.97,16.35,1.25,7.03,7.81,2.7,2.55,25.99,12.58
2021-08-26,33.1725,4578130000000000.0,3.01,8.12,14.33,0.99,11.9,24.78,5.61,4.05,8.02,2.03,3.01,7.71,14.51,2.03,5.61,7.76,13.91,1.17,27.59,11.9
2021-08-27,34.23708333333333,5227032000000000.0,25.7,8.12,15.48,0.64,25.42,25.7,5.91,4.72,11.0,1.17,25.7,33.56,9.3,1.17,5.91,7.99,14.08,8.81,30.16,15.58
2021-08-28,30.87375,4660470000000000.0,25.05,8.14,13.6,0.91,13.24,25.05,6.36,5.65,9.84,12.62,25.05,9.84,7.32,12.62,6.36,6.91,13.87,13.7,30.38,14.18
2021-08-29,34.31583333333334,6808748000000000.0,27.27,8.15,13.52,0.33,14.48,27.27,6.45,4.24,6.47,1.11,27.27,6.47,16.99,1.11,6.45,5.78,2.63,17.73,30.88,14.35
2021-08-30,26.09708333333334,5862142000000000.0,2.96,8.12,14.29,0.65,18.35,22.85,6.74,3.44,11.4,2.14,2.96,11.4,8.31,2.14,6.74,7.93,13.92,12.51,26.73,18.65
2021-08-31,35.71541666666668,4377420000000000.0,2.95,8.13,16.0,0.66,16.64,28.82,7.13,9.36,21.42,2.1,2.95,21.42,10.0,2.1,7.13,12.97,13.69,15.45,30.7,20.1
2021-09-01,30.254166666666663,4810628000000000.0,5.51,8.14,14.76,0.78,14.79,26.86,7.22,6.67,17.2,12.64,5.51,17.2,9.35,12.64,7.22,13.39,9.35,12.28,29.2,12.81
2021-09-02,27.14833333333334,5479542000000000.0,5.64,8.13,4.46,0.81,26.71,23.81,5.98,4.9,8.99,9.66,5.64,8.99,5.06,9.66,5.98,16.34,5.06,10.77,0.79,13.52
2021-09-03,30.460000000000004,3929690000000000.0,5.87,8.11,4.11,1.75,28.47,26.97,6.08,6.42,16.16,2.1,5.87,16.16,7.7,2.1,6.08,19.58,13.07,13.99,15.63,18.68
2021-09-04,31.101250000000004,4414230000000000.0,5.47,8.1,4.41,1.36,30.18,26.1,6.58,4.99,20.81,7.55,5.47,20.81,8.28,7.55,6.58,14.59,13.5,12.21,12.58,25.42
2021-09-05,33.64541666666667,5366030000000000.0,3.39,8.1,13.88,0.62,26.1,31.71,6.37,4.72,15.11,1.95,3.39,15.11,6.9,1.95,6.37,11.16,13.42,12.57,11.7,20.96
2021-09-06,27.334166666666665,4416410000000000.0,3.0,8.11,4.47,0.58,14.39,29.31,5.93,4.63,15.75,2.11,3.0,15.75,4.42,2.11,5.93,9.02,13.77,15.75,14.46,16.4
2021-09-07,48.89624999999998,6385248000000000.0,5.96,8.12,14.19,0.72,15.87,27.93,7.81,5.91,19.14,13.1,20.72,19.14,3.79,54.39,7.81,11.81,2.67,33.45,13.63,27.01
2021-09-08,21.63583333333333,4175968000000000.0,2.9,8.12,4.74,1.18,16.33,25.22,6.64,8.18,17.55,12.59,31.88,17.55,4.77,45.6,6.64,15.5,13.38,26.87,15.94,3.6
2021-09-09,25.925416666666667,5452638000000000.0,5.63,8.1,4.42,0.82,21.23,19.2,5.73,7.81,8.82,12.95,23.14,8.82,4.28,47.18,5.73,9.01,13.67,15.07,14.03,3.54
2021-09-10,22.19875,2990630000000000.0,3.06,8.11,14.51,0.68,19.23,19.07,5.8,3.27,9.84,1.39,20.83,9.84,1.99,41.78,5.8,7.21,13.66,12.11,11.17,0.5
2021-09-11,18.70125,3183350000000000.0,3.07,8.18,14.61,0.66,10.93,19.0,6.55,4.85,8.65,13.32,19.28,8.65,4.48,44.21,6.55,8.14,13.58,14.92,10.43,5.8
2021-09-12,24.57,5006646000000000.0,2.95,8.12,14.89,0.99,13.42,23.55,6.64,6.62,7.65,2.44,27.12,7.65,5.27,43.56,6.64,10.08,13.65,24.39,12.93,1.78
2021-09-13,23.89125,3787618000000000.0,3.0,8.15,15.73,1.54,12.53,24.64,9.0,10.67,13.15,2.23,20.35,13.15,2.72,37.17,9.0,8.04,13.52,20.44,12.34,1.55
2021-09-14,23.156250000000004,5401400000000000.0,2.98,8.15,15.04,1.07,11.57,24.38,5.9,7.33,17.9,13.02,28.47,17.9,1.56,36.61,5.9,7.18,13.58,19.29,11.84,6.81
2021-09-15,24.854999999999997,3848494000000000.0,3.15,8.14,14.4,1.31,20.81,21.88,6.09,11.08,10.78,12.86,24.66,10.78,13.65,43.38,6.09,9.61,13.65,17.77,10.51,4.99
2021-09-16,28.111666666666668,3415526000000000.0,2.99,8.15,15.32,1.44,12.65,20.04,5.59,6.64,8.57,13.1,21.2,8.57,13.62,43.9,5.59,9.95,13.62,15.46,10.96,4.76
2021-09-17,26.526250000000005,6154660000000000.0,3.05,8.11,14.0,0.62,13.22,18.26,5.95,5.92,10.79,13.13,14.99,10.79,2.12,45.46,5.95,8.65,13.5,17.66,10.44,4.79
2021-09-18,25.24125,5400294000000000.0,3.3,8.14,14.29,0.64,13.02,20.95,5.61,6.29,12.71,2.09,16.32,12.71,1.73,38.17,5.61,7.91,13.59,19.12,10.69,2.63
2021-09-19,34.03,3536694000000000.0,5.95,8.16,13.95,0.38,23.37,23.88,1.88,3.55,12.28,38.25,12.76,12.28,1.88,38.25,1.88,7.69,13.51,21.3,8.54,0.88
2021-09-20,41.755833333333335,3626100000000000.0,2.92,8.16,14.58,1.39,13.64,24.74,5.79,7.35,13.16,42.06,11.19,13.16,4.03,42.06,5.79,6.94,13.87,25.11,8.97,2.42
2021-09-21,30.63041666666666,6410912000000000.0,5.46,8.17,14.83,0.54,10.89,26.9,5.53,11.96,11.85,1.85,29.16,11.85,2.79,47.6,5.53,6.16,13.6,23.07,10.39,3.54
2021-09-22,33.273333333333326,3584764000000000.0,3.05,8.17,15.63,0.84,23.25,34.2,5.55,6.91,12.45,12.63,28.98,12.45,2.76,54.56,5.55,5.89,13.66,25.1,8.66,1.56
2021-09-23,35.80125,3721730000000000.0,3.06,8.13,15.03,0.37,25.09,34.65,5.93,8.18,11.12,1.13,24.43,11.12,2.33,51.94,5.93,4.18,13.56,26.57,9.46,4.6
2021-09-24,35.68583333333334,3002280000000000.0,3.01,8.16,17.2,0.43,12.91,20.58,5.82,5.04,10.82,13.07,20.35,10.82,1.9,52.63,5.82,5.41,13.7,21.67,11.43,2.01
2021-09-25,30.71833333333333,4586726000000000.0,3.07,8.19,15.65,0.39,13.15,38.11,5.56,9.74,11.15,2.0,31.11,11.15,2.88,54.74,5.56,5.28,13.85,22.14,11.75,2.44
2021-09-26,32.7875,2751660000000000.0,3.14,8.22,4.07,0.26,12.98,25.09,5.83,7.59,9.14,13.02,16.64,9.14,13.74,44.77,5.83,3.06,13.74,24.8,7.45,2.48
2021-09-27,40.242916666666666,5867752000000000.0,3.14,8.21,14.81,0.32,13.31,30.42,5.71,10.13,14.12,12.83,20.03,14.12,14.16,54.78,5.71,5.41,14.16,26.69,6.55,4.94
2021-09-28,33.044999999999995,4284932000000000.0,2.82,8.17,4.29,0.63,13.52,30.37,5.71,7.64,16.15,12.85,38.69,16.15,1.42,54.59,5.71,8.82,13.74,24.72,10.39,4.36
2021-09-29,21.52083333333333,4500910000000000.0,2.89,8.17,14.35,0.77,12.17,20.48,5.48,9.69,9.31,2.01,21.26,9.31,0.96,48.2,5.48,9.88,2.39,18.47,16.47,5.21
2021-09-30,23.44875,4199560000000000.0,5.81,8.17,15.22,1.97,13.03,21.63,5.5,8.82,7.01,1.11,18.52,7.01,1.45,39.27,5.5,8.4,13.89,26.64,9.46,4.71
2021-10-01,41.97083333333334,4832550000000000.0,5.69,8.22,16.2,3.14,14.0,24.26,5.37,9.6,13.45,12.33,21.2,13.45,1.19,50.62,5.37,7.81,13.45,20.94,11.81,5.03
2021-10-02,23.545,3758596000000000.0,5.51,8.13,4.16,1.88,28.55,28.47,6.36,11.78,13.38,13.14,18.27,13.38,2.56,45.16,6.36,5.98,2.54,30.74,9.87,4.41
2021-10-03,24.052916666666665,5636770000000000.0,5.64,7.71,3.93,1.04,32.47,32.47,7.36,13.28,11.23,12.8,27.93,11.23,8.35,46.58,7.36,8.18,13.51,35.48,16.68,5.95
2021-10-04,30.85916666666668,4034736000000000.0,5.36,37.28,14.1,2.14,23.86,27.86,7.86,17.85,7.23,13.02,25.76,7.23,2.6,42.26,7.86,10.24,2.65,37.28,14.65,8.16
2021-10-05,28.346666666666675,4807050000000000.0,3.25,35.31,13.65,2.26,42.54,27.14,7.69,17.33,8.13,12.89,21.9,8.13,8.75,49.33,7.69,11.99,13.12,35.31,18.6,8.28
2021-10-06,46.84583333333333,5678400000000000.0,3.53,43.17,4.3,2.04,24.66,33.0,7.46,14.08,8.01,12.74,38.74,8.01,5.63,48.86,7.46,16.63,12.71,43.17,20.42,13.96
2021-10-07,49.48083333333333,5951430000000000.0,5.37,47.4,4.57,3.04,23.03,36.67,6.44,13.76,15.88,12.38,32.96,15.88,4.76,49.51,6.44,12.53,2.21,47.4,20.9,14.07
2021-10-08,46.59708333333334,5096920000000000.0,3.11,8.61,16.26,3.81,17.46,28.67,5.04,13.77,22.25,11.83,29.77,22.25,2.42,66.02,5.04,8.64,13.13,30.06,16.79,7.58
2021-10-09,39.7275,5990920000000000.0,3.28,8.3,15.38,2.76,17.74,27.73,5.17,10.04,17.37,13.62,24.68,17.37,1.75,82.82,5.17,8.94,13.18,22.15,15.93,3.99
2021-10-10,54.19375,4897310000000000.0,2.98,9.16,17.55,1.77,19.3,26.3,5.6,13.71,20.32,1.72,30.21,20.32,1.21,56.59,5.6,7.65,13.02,26.28,17.92,6.75
2021-10-11,60.59125000000001,4380776000000000.0,6.01,9.23,13.54,0.83,20.42,31.54,5.87,10.93,17.92,13.39,28.53,17.92,2.13,55.44,5.87,7.03,2.0,29.36,16.31,8.23
2021-10-12,36.9725,4178220000000000.0,2.58,9.15,14.39,3.86,23.61,33.5,6.98,14.68,15.89,1.14,49.78,15.89,1.56,37.77,6.98,8.67,13.13,45.27,19.32,6.59
2021-10-13,65.25416666666665,3922574000000000.0,2.84,9.33,14.89,3.41,26.85,36.97,7.02,20.28,37.13,1.28,44.06,37.13,3.29,31.95,7.02,10.42,13.16,50.66,23.65,14.83
2021-10-14,33.173750000000005,4082880000000000.0,5.16,9.26,15.8,1.06,29.19,36.24,7.64,20.13,29.03,13.71,48.58,29.03,4.13,43.5,31.39,10.07,13.09,18.4,25.21,12.09
2021-10-15,25.632916666666663,4660320000000000.0,2.97,35.13,14.8,0.9,26.25,39.08,8.57,17.0,22.99,13.01,103.0,22.99,5.52,31.62,55.65,13.12,13.13,35.13,24.43,10.44
2021-10-16,22.72083333333333,8067998000000000.0,3.18,34.58,16.71,3.01,32.29,48.73,8.76,17.95,35.48,1.21,65.99,35.48,5.43,28.89,14.96,12.07,13.13,34.58,24.62,11.78
2021-10-17,42.754583333333336,3797390000000000.0,2.97,40.37,15.9,2.21,29.97,54.28,8.49,34.61,34.96,13.14,73.12,34.96,2.04,31.36,10.42,17.85,13.06,40.37,23.35,10.91
2021-10-18,35.79375,6287072000000000.0,5.68,31.66,4.35,1.63,23.19,42.89,6.41,17.22,25.97,1.1,47.42,25.97,1.17,27.91,0.87,12.61,1.99,31.66,19.33,10.13
2021-10-19,39.42124999999999,4715700000000000.0,2.91,14.23,14.7,2.48,23.81,28.6,6.48,26.93,23.54,12.62,2.91,23.54,27.25,24.3,3.67,11.09,13.25,14.23,18.12,10.69
2021-10-20,24.63416666666667,3919468000000000.0,5.68,19.15,14.1,1.49,25.22,17.13,7.76,14.81,24.08,1.2,24.12,24.08,5.06,23.31,19.38,11.18,13.15,19.15,14.64,11.42
2021-10-21,35.18625,4571120000000000.0,5.84,28.7,4.3,1.45,31.39,28.78,8.61,22.82,35.12,13.42,5.84,35.12,7.85,27.62,8.09,17.45,14.09,28.7,21.02,22.71
2021-10-22,32.102083333333326,5630820000000000.0,3.05,27.31,15.38,1.19,33.77,26.15,9.86,21.83,44.63,13.6,3.05,44.63,4.52,26.87,15.09,17.36,13.02,27.31,22.22,41.67
2021-10-23,22.528333333333336,5338108000000000.0,5.97,22.37,16.08,3.86,72.49,23.27,7.02,17.92,38.13,13.73,5.97,38.13,1.52,26.68,15.15,11.06,10.67,22.37,19.61,22.05
2021-10-24,27.011666666666677,5711600000000000.0,3.02,15.9,14.49,1.12,30.57,17.43,6.77,25.36,26.12,1.46,3.02,26.12,1.91,20.3,3.32,17.43,13.11,15.9,6.93,16.42
2021-10-25,25.382916666666663,6201882000000000.0,3.01,15.45,3.78,1.21,26.83,18.27,6.74,24.94,20.02,1.2,3.01,20.02,4.16,19.2,5.65,8.23,13.14,15.45,3.78,20.51
2021-10-26,31.05958333333333,4218720000000000.0,18.11,26.96,16.47,1.65,35.34,26.87,7.9,25.21,32.36,1.35,37.36,32.36,5.75,21.9,9.47,15.0,2.34,26.96,16.47,30.24
2021-10-27,28.925833333333333,4879966000000000.0,11.89,29.84,16.88,1.22,31.59,29.0,7.87,19.69,41.03,14.02,11.89,41.03,7.1,24.56,14.98,20.57,13.12,29.84,16.88,38.26
2021-10-28,19.62875,3460050000000000.0,11.56,34.15,16.34,1.54,54.73,31.53,9.05,22.78,49.29,1.34,11.56,49.29,3.25,23.35,16.98,31.53,12.95,34.15,16.34,37.44
2021-10-29,24.02916666666667,4376144000000000.0,10.22,24.57,14.06,2.6,25.28,32.35,11.58,24.33,44.38,1.21,103.93,44.38,3.37,24.7,12.63,12.16,13.12,36.98,25.95,39.62
2021-10-30,17.212083333333332,4538460000000000.0,10.68,36.91,17.82,4.47,18.04,37.17,11.73,35.68,55.38,1.21,71.86,55.38,3.2,30.59,9.84,16.06,12.96,39.51,29.98,43.48
2021-10-31,35.38583333333333,5507880000000000.0,10.68,41.56,16.79,4.25,32.19,43.41,11.46,29.83,56.8,13.99,82.7,56.8,7.18,32.99,14.12,17.11,12.88,41.56,39.27,40.24
2021-11-01,54.06458333333333,6826372000000000.0,19.37,33.29,18.34,5.04,66.04,44.3,11.68,44.89,55.33,13.16,124.24,55.33,8.17,36.11,62.81,19.85,12.82,33.93,33.98,64.43
2021-11-02,45.14000000000001,6232050000000000.0,231.87,21.23,4.87,3.46,58.74,44.1,11.63,34.0,44.08,12.88,89.43,44.08,31.07,32.11,66.54,17.1,12.63,31.49,31.78,57.27
2021-11-03,36.59374999999999,5748410000000000.0,74.78,23.08,5.16,2.77,55.81,35.79,12.32,27.25,49.7,12.82,74.78,49.7,58.81,30.43,84.71,19.99,12.65,31.2,24.04,48.73
2021-11-04,63.946666666666665,5274340000000000.0,40.29,9.11,19.57,2.56,24.41,34.67,11.59,22.56,46.41,22.23,67.39,46.41,47.72,27.4,56.85,17.43,5.47,29.87,22.01,40.27
2021-11-05,58.220416666666665,4794882000000000.0,17.93,12.26,5.34,4.85,26.27,31.48,9.96,19.81,5.34,10.24,61.17,5.34,32.37,34.74,47.05,18.45,42.01,17.83,23.24,36.96
2021-11-06,35.95041666666666,5674898000000000.0,11.77,19.49,17.33,4.11,22.3,22.83,7.72,19.72,17.33,30.79,64.9,17.33,21.74,37.18,26.79,16.05,42.79,19.49,15.58,17.99
2021-11-07,72.38399999999999,3256710000000000.0,12.95,20.3,17.05,2.26,56.98,20.97,8.08,19.0,17.05,2.27,69.41,17.05,40.59,31.26,9.92,16.96,43.11,20.3,16.72,10.21
2021-11-08,41.24833333333333,8891200000000000.0,27.7,24.96,16.51,6.3,26.49,51.01,7.58,21.9,16.51,30.22,77.02,16.51,19.19,36.75,9.67,18.42,41.28,24.96,20.46,13.46
2021-11-09,29.31708333333334,6191020000000000.0,22.62,28.04,16.75,4.47,58.79,36.98,9.17,27.04,16.75,1.96,81.16,16.75,28.29,38.4,56.36,25.59,43.82,28.04,30.91,22.12
2021-11-10,30.724583333333342,6711860000000000.0,12.13,0.38,17.26,3.36,29.52,39.12,10.81,23.42,61.41,10.01,74.11,61.41,48.57,34.31,90.89,18.89,42.94,32.92,29.27,17.5
2021-11-11,32.72375,4301630000000000.0,18.23,0.18,5.63,8.2,54.57,43.29,11.85,30.65,60.51,9.35,72.49,60.51,52.09,32.2,29.77,20.24,11.03,31.4,36.28,17.56
2021-11-12,22.437916666666663,4552884000000000.0,12.13,0.42,21.63,10.31,31.68,47.36,10.55,39.17,63.23,9.78,80.5,63.23,177.14,31.13,65.7,23.23,42.84,33.55,29.91,20.45
2021-11-13,28.902916666666663,4443410000000000.0,72.61,28.88,23.73,8.07,57.77,47.18,10.01,27.76,69.87,30.6,72.61,69.87,178.65,37.33,48.38,18.37,42.88,28.88,28.23,15.8
2021-11-14,25.683333333333326,3533560000000000.0,43.59,0.22,19.37,5.88,53.35,40.11,10.13,26.13,48.85,30.8,67.9,48.85,81.38,30.03,14.79,18.7,43.01,19.79,26.55,12.46
2021-11-15,34.82958333333334,4935170000000000.0,34.8,14.14,20.55,5.25,32.51,41.22,7.69,22.1,45.38,30.46,75.64,45.38,67.63,31.82,10.21,20.23,43.0,36.29,24.28,10.76
2021-11-16,41.24916666666667,5846830000000000.0,24.74,34.56,19.73,3.93,28.97,33.55,8.99,29.7,41.72,30.44,61.92,41.72,71.34,32.64,32.87,15.03,42.78,60.87,21.73,18.04
2021-11-17,53.69375,6050386000000000.0,18.33,34.87,17.7,3.59,24.7,24.92,7.0,22.26,32.59,2.13,65.49,32.59,49.09,37.08,77.31,13.95,43.11,40.23,19.87,8.42
2021-11-18,60.1925,3565348000000000.0,15.42,10.02,4.93,5.69,43.67,14.8,6.63,24.99,26.25,2.13,58.02,26.25,62.51,2.13,72.98,7.03,9.97,33.55,14.79,5.97
2021-11-19,37.91458333333333,7402890000000000.0,15.53,4.19,17.4,5.73,46.55,25.27,7.68,26.44,31.15,1.89,72.8,31.15,73.06,43.14,17.67,7.71,43.1,36.32,18.78,14.1
2021-11-20,23.809583333333336,4477550000000000.0,43.22,40.37,16.09,4.22,48.1,20.78,7.45,26.24,26.3,2.96,66.47,26.3,39.95,34.23,45.14,7.04,43.19,40.37,23.39,9.21
2021-11-21,31.810416666666672,2816762000000000.0,4.8,22.43,4.58,5.56,17.02,16.65,6.5,11.67,15.02,9.81,47.45,15.02,24.85,27.42,21.87,8.99,24.85,22.43,12.15,7.16
2021-11-22,49.28708333333333,5954830000000000.0,4.92,25.2,19.2,7.73,20.81,17.27,5.82,14.57,19.81,30.43,53.63,19.81,65.09,38.5,6.95,5.2,43.17,25.2,16.4,13.56
2021-11-23,38.35708333333333,5569480000000000.0,5.36,19.31,15.96,4.53,39.85,20.46,6.77,25.2,18.19,30.11,60.99,18.19,74.35,46.66,9.97,7.27,40.42,19.31,15.73,6.26
2021-11-24,33.65916666666667,7383206000000000.0,22.64,30.65,4.79,4.47,27.45,21.22,7.12,14.27,22.71,23.57,61.65,9.05,30.26,41.13,6.51,8.06,43.1,30.65,19.54,6.72
2021-11-25,31.288749999999997,6796480000000000.0,9.76,38.04,5.29,4.34,33.22,30.66,8.74,17.39,33.34,0.83,53.65,11.27,36.34,25.17,50.14,14.37,43.14,38.04,28.86,11.01
2021-11-26,41.15541666666666,6217854000000000.0,8.5,49.7,18.71,4.55,32.52,40.98,9.35,32.62,44.34,3.4,62.41,8.85,38.2,25.55,80.1,18.23,43.13,49.7,23.12,12.49
2021-11-27,33.06541666666667,3990170000000000.0,32.22,45.33,4.66,5.72,59.89,39.52,8.33,38.33,38.77,2.0,65.79,9.0,38.72,24.0,75.31,18.56,43.76,45.33,30.27,12.94
2021-11-28,29.496250000000007,4747694000000000.0,11.03,36.7,16.49,5.16,29.95,31.07,8.45,34.5,37.27,2.8,54.07,9.08,36.57,6.78,58.17,22.3,43.06,36.7,35.95,14.2
2021-11-29,38.949583333333344,4675710000000000.0,7.85,43.79,4.7,5.06,26.82,34.55,9.59,30.51,21.4,3.76,48.12,10.23,70.2,8.38,16.05,22.79,43.14,43.79,44.68,13.64
2021-11-30,61.51166666666668,3344648000000000.0,8.82,48.0,5.26,7.51,29.12,35.36,9.85,34.01,5.26,28.56,54.88,9.74,67.23,13.21,78.98,26.37,42.76,48.0,36.21,16.66
2021-12-01,20.48583333333333,5949138000000000.0,12.89,45.95,17.86,8.53,25.26,23.16,10.71,22.21,17.86,27.8,34.53,9.35,77.31,29.42,79.94,20.6,43.15,45.95,19.43,10.61
2021-12-02,34.979583333333345,4630450000000000.0,11.34,45.33,5.46,7.79,42.08,19.19,8.03,21.28,5.46,28.44,36.37,8.88,19.5,32.77,43.1,21.59,9.98,45.33,17.61,10.47
2021-12-03,63.875833333333325,5984380000000000.0,22.52,37.88,5.32,4.68,26.27,18.15,6.83,25.36,43.9,29.14,50.88,8.67,41.32,44.55,45.79,15.75,9.99,37.88,19.57,9.72
2021-12-04,58.69125,4429800000000000.0,15.31,37.11,18.85,8.16,23.02,14.6,7.04,26.97,28.87,27.77,46.09,8.64,42.66,39.83,44.98,17.68,11.02,37.11,23.48,12.01
2021-12-05,60.36958333333332,8814402000000000.0,16.19,26.03,5.62,5.57,43.21,19.18,6.68,27.82,28.22,2.23,50.07,8.59,45.19,39.42,30.59,16.81,42.15,26.03,31.55,10.72
2021-12-06,28.60291666666667,5687850000000000.0,17.82,43.15,19.86,5.28,31.65,28.42,7.8,27.41,34.79,28.48,50.49,9.18,57.85,35.26,48.21,14.09,41.68,43.15,37.78,12.48
2021-12-07,35.37874999999999,4951016000000000.0,18.32,49.34,5.59,4.71,33.21,33.16,9.77,29.66,40.04,28.96,48.15,9.23,56.18,31.46,53.82,18.78,42.08,49.34,31.22,14.52
2021-12-08,37.04291666666666,5115080000000000.0,9.8,54.66,17.91,6.17,30.99,35.06,9.81,25.89,40.75,29.29,52.73,9.96,58.82,28.3,61.72,22.69,42.09,54.66,27.12,15.37
2021-12-09,31.803333333333327,6172810000000000.0,18.18,56.18,6.51,5.5,66.08,38.91,8.63,24.53,49.34,8.93,59.71,10.48,30.46,37.75,63.08,19.89,11.02,56.18,29.24,16.69
2021-12-10,33.6725,6019672000000000.0,16.68,56.82,6.38,5.34,35.12,33.89,9.19,24.95,44.56,28.71,51.93,9.57,66.99,37.33,9.19,19.05,42.87,56.82,26.58,15.07
2021-12-11,31.02416666666667,6389950000000000.0,8.5,61.87,6.39,5.62,30.36,62.72,8.53,20.19,48.83,27.73,57.4,10.03,71.41,33.75,8.53,21.14,43.21,61.87,38.36,15.77
2021-12-12,32.54583333333333,3939100000000000.0,18.2,55.06,20.67,4.77,37.41,37.41,8.23,27.02,40.76,29.4,67.57,9.32,31.76,39.89,8.23,19.0,43.19,55.06,35.08,14.38
2021-12-13,39.47083333333333,4148590000000000.0,17.74,60.02,5.93,4.21,61.16,33.78,8.12,24.56,46.42,9.18,60.96,9.94,37.7,40.3,8.12,20.91,44.23,60.02,39.65,17.62
2021-12-14,34.572083333333346,5137518000000000.0,9.32,48.07,6.73,3.93,88.2,37.51,7.49,24.44,47.05,10.34,62.43,9.45,78.27,37.1,7.49,20.15,43.03,48.07,32.99,13.88
2021-12-15,50.07375,4481940000000000.0,9.09,64.01,23.36,4.25,71.05,51.56,7.57,27.25,51.38,33.2,82.76,9.75,44.52,46.02,7.57,22.96,9.98,64.01,35.46,20.39
2021-12-16,37.61416666666667,3805826000000000.0,7.62,71.45,27.38,8.36,41.95,49.8,8.81,29.18,51.9,10.15,93.92,9.9,44.37,43.23,8.29,23.0,43.1,71.45,45.47,36.6
2021-12-17,36.4075,4907060000000000.0,13.42,86.37,29.51,9.82,76.94,46.73,9.75,32.5,55.11,9.1,87.19,9.91,40.52,42.61,19.51,26.39,43.08,86.37,30.55,39.38
2021-12-18,27.46083333333333,7033940000000000.0,12.88,77.98,23.65,4.77,70.49,46.16,10.16,40.16,46.34,3.8,84.04,10.27,76.29,45.91,86.4,21.15,43.23,77.98,35.71,42.96
